office,district,candidate,party,reporting_level,jurisdiction,votes
State House of Representatives,42,James     Van Fossen,Republican,racewide,Totals,6014
State House of Representatives,42,Rich Moroney,Libertarian Party of Iowa,racewide,Totals,329
State House of Representatives,42,Scattering,,racewide,Totals,6
State House of Representatives,42,Totals,,racewide,Totals,11177
State House of Representatives,43,Joe Seng,Democratic,county,Scott,6480
State House of Representatives,43,Tom Ryan,Republican,county,Scott,4841
State House of Representatives,43,Lawrence Wittstruck,Libertarian Party of Iowa,county,Scott,158
State House of Representatives,43,Scattering,,county,Scott,8
State House of Representatives,43,Totals,,county,Scott,11487
State House of Representatives,43,Joe Seng,Democratic,racewide,Totals,6480
State House of Representatives,43,Tom Ryan,Republican,racewide,Totals,4841
State House of Representatives,43,Lawrence Wittstruck,Libertarian Party of Iowa,racewide,Totals,158
State House of Representatives,43,Scattering,,racewide,Totals,8
State House of Representatives,43,Totals,,racewide,Totals,11487
State House of Representatives,44,Cindy Winckler,Democratic,county,Scott,5825
State House of Representatives,44,John P. Sunderbruch,Republican,county,Scott,5156
State House of Representatives,44,Scattering,,county,Scott,9
State House of Representatives,44,Totals,,county,Scott,10990
State House of Representatives,44,Cindy Winckler,Democratic,racewide,Totals,5825
State House of Representatives,44,John P. Sunderbruch,Republican,racewide,Totals,5156
State House of Representatives,44,Scattering,,racewide,Totals,9
State House of Representatives,44,Totals,,racewide,Totals,10990
State House of Representatives,45,Vicki Lensing,Democratic,county,Johnson,7851
State House of Representatives,45,Paul Heyn,Republican,county,Johnson,3955
State House of Representatives,45,"William H. Garrett, Jr.",Nominated by Petition,county,Johnson,371
State House of Representatives,45,Scattering,,county,Johnson,20
State House of Representatives,45,Totals,,county,Johnson,12197
State House of Representatives,45,Vicki Lensing,Democratic,racewide,Totals,7851
State House of Representatives,45,Paul Heyn,Republican,racewide,Totals,3955
State House of Representatives,45,"William H. Garrett, Jr.",Nominated by Petition,racewide,Totals,371
State House of Representatives,45,Scattering,,racewide,Totals,20
State House of Representatives,45,Totals,,racewide,Totals,12197
State House of Representatives,46,Mary Mascher,Democratic,county,Johnson,9981
State House of Representatives,46,Russell Lovetinsky,Iowa Green Party,county,Johnson,2789
State House of Representatives,46,Scattering,,county,Johnson,64
State House of Representatives,46,Totals,,county,Johnson,12834
State House of Representatives,46,Mary Mascher,Democratic,racewide,Totals,9981
State House of Representatives,46,Russell Lovetinsky,Iowa Green Party,racewide,Totals,2789
State House of Representatives,46,Scattering,,racewide,Totals,64
State House of Representatives,46,Totals,,racewide,Totals,12834
State House of Representatives,47,Sally Stutsman,Democratic,county,Johnson,1106
State House of Representatives,47,Barry Brauns,Republican,county,Johnson,650
State House of Representatives,47,Scattering,,county,Johnson,1
State House of Representatives,47,Totals,,county,Johnson,1757
State House of Representatives,47,Sally Stutsman,Democratic,county,Louisa,1955
State House of Representatives,47,Barry Brauns,Republican,county,Louisa,2635
State House of Representatives,47,Scattering,,county,Louisa,4
State House of Representatives,47,Totals,,county,Louisa,4594
State House of Representatives,47,Sally Stutsman,Democratic,county,Muscatine,2146
State House of Representatives,47,Barry Brauns,Republican,county,Muscatine,3396
State House of Representatives,47,Scattering,,county,Muscatine,3
State House of Representatives,47,Totals,,county,Muscatine,5545
State House of Representatives,47,Sally Stutsman,Democratic,racewide,Totals,5207
State House of Representatives,47,Barry Brauns,Republican,racewide,Totals,6681
State House of Representatives,47,Scattering,,racewide,Totals,8
State House of Representatives,47,Totals,,racewide,Totals,11896
State House of Representatives,48,Henry F. Marquard,Democratic,county,Muscatine,4120
State House of Representatives,48,James F. Hahn,Republican,county,Muscatine,5990
State House of Representatives,48,Scattering,,county,Muscatine,7
State House of Representatives,48,Totals,,county,Muscatine,10117
State House of Representatives,48,Henry F. Marquard,Democratic,county,Scott,52
State House of Representatives,48,James F. Hahn,Republican,county,Scott,170
State House of Representatives,48,Scattering,,county,Scott,1
State House of Representatives,48,Totals,,county,Scott,223
State House of Representatives,48,Henry F. Marquard,Democratic,racewide,Totals,4172
State House of Representatives,48,James F. Hahn,Republican,racewide,Totals,6160
State House of Representatives,48,Scattering,,racewide,Totals,8
State House of Representatives,48,Totals,,racewide,Totals,10340
State House of Representatives,49,Dick Myers,Democratic,county,Johnson,11567
State House of Representatives,49,Steven J. Drahozal,Libertarian Party of Iowa,county,Johnson,1958
State House of Representatives,49,Scattering,,county,Johnson,45
State House of Representatives,49,Totals,,county,Johnson,13570
State House of Representatives,49,Dick Myers,Democratic,racewide,Totals,11567
State House of Representatives,49,Steven J. Drahozal,Libertarian Party of Iowa,racewide,Totals,1958
State House of Representatives,49,Scattering,,racewide,Totals,45
State House of Representatives,49,Totals,,racewide,Totals,13570
State House of Representatives,50,Ro Foege,Democratic,county,Johnson,3840
State House of Representatives,50,Christy Ann Welty,Libertarian Party of Iowa,county,Johnson,980
State House of Representatives,50,Scattering,,county,Johnson,9
State House of Representatives,50,Totals,,county,Johnson,4829
State House of Representatives,50,Ro Foege,Democratic,county,Linn,6408
State House of Representatives,50,Christy Ann Welty,Libertarian Party of Iowa,county,Linn,1637
State House of Representatives,50,Scattering,,county,Linn,30
State House of Representatives,50,Totals,,county,Linn,8075
State House of Representatives,50,Ro Foege,Democratic,racewide,Totals,10248
State House of Representatives,50,Christy Ann Welty,Libertarian Party of Iowa,racewide,Totals,2617
State House of Representatives,50,Scattering,,racewide,Totals,39
State House of Representatives,50,Totals,,racewide,Totals,12904
State House of Representatives,51,Frank V. Reynolds,Democratic,county,Linn,7238
State House of Representatives,51,Jeff Elgin,Republican,county,Linn,9960
State House of Representatives,51,Scattering,,county,Linn,11
State House of Representatives,51,Totals,,county,Linn,17209
State House of Representatives,51,Frank V. Reynolds,Democratic,racewide,Totals,7238
State House of Representatives,51,Jeff Elgin,Republican,racewide,Totals,9960
State House of Representatives,51,Scattering,,racewide,Totals,11
State House of Representatives,51,Totals,,racewide,Totals,17209
State House of Representatives,52,Jeremy J. Brigham,Democratic,county,Linn,6028
State House of Representatives,52,Pat Shey,Republican,county,Linn,8887
State House of Representatives,52,Scattering,,county,Linn,8
State House of Representatives,52,Totals,,county,Linn,14923
State House of Representatives,52,Jeremy J. Brigham,Democratic,racewide,Totals,6028
State House of Representatives,52,Pat Shey,Republican,racewide,Totals,8887
State House of Representatives,52,Scattering,,racewide,Totals,8
State House of Representatives,52,Totals,,racewide,Totals,14923
State House of Representatives,53,Dick Taylor,Democratic,county,Linn,7680
State House of Representatives,53,Scattering,,county,Linn,111
State House of Representatives,53,Totals,,county,Linn,7791
State House of Representatives,53,Dick Taylor,Democratic,racewide,Totals,7680
State House of Representatives,53,Scattering,,racewide,Totals,111
State House of Representatives,53,Totals,,racewide,Totals,7791
State House of Representatives,54,Todd Taylor,Democratic,county,Linn,11130
State House of Representatives,54,Scattering,,county,Linn,160
State House of Representatives,54,Totals,,county,Linn,11290
State House of Representatives,54,Todd Taylor,Democratic,racewide,Totals,11130
State House of Representatives,54,Scattering,,racewide,Totals,160
State House of Representatives,54,Totals,,racewide,Totals,11290
State House of Representatives,55,Shawn Gallagher,Democratic,county,Linn,6615
State House of Representatives,55,Chuck Larson,Republican,county,Linn,10753
State House of Representatives,55,Scattering,,county,Linn,7
State House of Representatives,55,Totals,,county,Linn,17375
State House of Representatives,55,Shawn Gallagher,Democratic,racewide,Totals,6615
State House of Representatives,55,Chuck Larson,Republican,racewide,Totals,10753
State House of Representatives,55,Scattering,,racewide,Totals,7
State House of Representatives,55,Totals,,racewide,Totals,17375
State House of Representatives,56,David L. Gilchrist,Democratic,county,Jones,4034
State House of Representatives,56,Gene Manternach,Republican,county,Jones,3641
State House of Representatives,56,Scattering,,county,Jones,3
State House of Representatives,56,Totals,,county,Jones,7678
State House of Representatives,56,David L. Gilchrist,Democratic,county,Linn,2395
State House of Representatives,56,Gene Manternach,Republican,county,Linn,3449
State House of Representatives,56,Scattering,,county,Linn,3
State House of Representatives,56,Totals,,county,Linn,5847
State House of Representatives,56,David L. Gilchrist,Democratic,racewide,Totals,6429
State House of Representatives,56,Gene Manternach,Republican,racewide,Totals,7090
State House of Representatives,56,Scattering,,racewide,Totals,6
State House of Representatives,56,Totals,,racewide,Totals,13525
State House of Representatives,57,Paul Bell,Democratic,county,Jasper,10934
State House of Representatives,57,Scattering,,county,Jasper,107
State House of Representatives,57,Totals,,county,Jasper,11041
State House of Representatives,57,Paul Bell,Democratic,racewide,Totals,10934
State House of Representatives,57,Scattering,,racewide,Totals,107
State House of Representatives,57,Totals,,racewide,Totals,11041
State House of Representatives,58,William Menner,Democratic,county,Jasper,1168
State House of Representatives,58,Danny C. Carroll,Republican,county,Jasper,2490
State House of Representatives,58,Scattering,,county,Jasper,2
State House of Representatives,58,Totals,,county,Jasper,3660
State House of Representatives,58,William Menner,Democratic,county,Mahaska,62
State House of Representatives,58,Danny C. Carroll,Republican,county,Mahaska,170
State House of Representatives,58,Scattering,,county,Mahaska,0
State House of Representatives,58,Totals,,county,Mahaska,232
State House of Representatives,58,William Menner,Democratic,county,Marshall,246
State House of Representatives,58,Danny C. Carroll,Republican,county,Marshall,309
State House of Representatives,58,Scattering,,county,Marshall,0
State House of Representatives,58,Totals,,county,Marshall,555
State House of Representatives,58,William Menner,Democratic,county,Poweshiek,4102
State House of Representatives,58,Danny C. Carroll,Republican,county,Poweshiek,4669
State House of Representatives,58,Scattering,,county,Poweshiek,2
State House of Representatives,58,Totals,,county,Poweshiek,8773
State House of Representatives,58,William Menner,Democratic,racewide,Totals,5578
State House of Representatives,58,Danny C. Carroll,Republican,racewide,Totals,7638
State House of Representatives,58,Scattering,,racewide,Totals,4
State House of Representatives,58,Totals,,racewide,Totals,13220
State House of Representatives,59,Robert L. Wagner,Democratic,county,Benton,2864
State House of Representatives,59,Phil Tyrrell,Republican,county,Benton,3533
State House of Representatives,59,"William L. Jindrich, Jr.",Nominated by Petition,county,Benton,287
State House of Representatives,59,Scattering,,county,Benton,0
State House of Representatives,59,Totals,,county,Benton,6684
State House of Representatives,59,Robert L. Wagner,Democratic,county,Iowa,1995
State House of Representatives,59,Phil Tyrrell,Republican,county,Iowa,4862
State House of Representatives,59,"William L. Jindrich, Jr.",Nominated by Petition,county,Iowa,410
State House of Representatives,59,Scattering,,county,Iowa,1
State House of Representatives,59,Totals,,county,Iowa,7268
State House of Representatives,59,Robert L. Wagner,Democratic,racewide,Totals,4859
State House of Representatives,59,Phil Tyrrell,Republican,racewide,Totals,8395
State House of Representatives,59,"William L. Jindrich, Jr.",Nominated by Petition,racewide,Totals,697
State House of Representatives,59,Scattering,,racewide,Totals,1
State House of Representatives,59,Totals,,racewide,Totals,13952
State House of Representatives,61,Jane Greimann,Democratic,county,Story,6321
State House of Representatives,61,Steve Halloran,Republican,county,Story,5064
State House of Representatives,61,Eric E. Cooper,Libertarian Party of Iowa,county,Story,281
State House of Representatives,61,Scattering,,county,Story,6
State House of Representatives,61,Totals,,county,Story,11672
State House of Representatives,61,Jane Greimann,Democratic,racewide,Totals,6321
State House of Representatives,61,Steve Halloran,Republican,racewide,Totals,5064
State House of Representatives,61,Eric E. Cooper,Libertarian Party of Iowa,racewide,Totals,281
State House of Representatives,61,Scattering,,racewide,Totals,6
State House of Representatives,61,Totals,,racewide,Totals,11672
State House of Representatives,62,Dennis W. Parmenter,Democratic,county,Story,5278
State House of Representatives,62,Barbara A. Finch,Republican,county,Story,6586
State House of Representatives,62,Scattering,,county,Story,29
State House of Representatives,62,Totals,,county,Story,11893
State House of Representatives,62,Dennis W. Parmenter,Democratic,racewide,Totals,5278
State House of Representatives,62,Barbara A. Finch,Republican,racewide,Totals,6586
State House of Representatives,62,Scattering,,racewide,Totals,29
State House of Representatives,62,Totals,,racewide,Totals,11893
State House of Representatives,63,Ross Iverson,Democratic,county,Marshall,1747
State House of Representatives,63,Teresa Garman,Republican,county,Marshall,2818
State House of Representatives,63,Scattering,,county,Marshall,0
State House of Representatives,63,Totals,,county,Marshall,4565
State House of Representatives,63,Ross Iverson,Democratic,county,Story,3180
State House of Representatives,63,Teresa Garman,Republican,county,Story,6964
State House of Representatives,63,Scattering,,county,Story,4
State House of Representatives,63,Totals,,county,Story,10148
State House of Representatives,63,Ross Iverson,Democratic,racewide,Totals,4927
State House of Representatives,63,Teresa Garman,Republican,racewide,Totals,9782
State House of Representatives,63,Scattering,,racewide,Totals,4
State House of Representatives,63,Totals,,racewide,Totals,14713
State House of Representatives,64,Mark D. Smith,Democratic,county,Marshall,6245
State House of Representatives,64,Beverly J. Nelson-Forbes,Republican,county,Marshall,5970
State House of Representatives,64,Scattering,,county,Marshall,10
State House of Representatives,64,Totals,,county,Marshall,12225
State House of Representatives,64,Mark D. Smith,Democratic,racewide,Totals,6245
State House of Representatives,64,Beverly J. Nelson-Forbes,Republican,racewide,Totals,5970
State House of Representatives,64,Scattering,,racewide,Totals,10
State House of Representatives,64,Totals,,racewide,Totals,12225
State House of Representatives,65,Carmine Boal,Republican,county,Polk,13220
State House of Representatives,65,Scattering,,county,Polk,198
State House of Representatives,65,Totals,,county,Polk,13418
State House of Representatives,65,Carmine Boal,Republican,racewide,Totals,13220
State House of Representatives,65,Scattering,,racewide,Totals,198
State House of Representatives,65,Totals,,racewide,Totals,13418
State House of Representatives,66,Geri D. Huser,Democratic,county,Polk,9743
State House of Representatives,66,Randy Van Zee,Republican,county,Polk,7377
State House of Representatives,66,Scattering,,county,Polk,10
State House of Representatives,66,Totals,,county,Polk,17130
State House of Representatives,66,Geri D. Huser,Democratic,racewide,Totals,9743
State House of Representatives,66,Randy Van Zee,Republican,racewide,Totals,7377
State House of Representatives,66,Scattering,,racewide,Totals,10
State House of Representatives,66,Totals,,racewide,Totals,17130
State House of Representatives,67,Frank J. Chiodo,Democratic,county,Polk,7395
State House of Representatives,67,Ken Richards,Republican,county,Polk,3609
State House of Representatives,67,Scattering,,county,Polk,24
State House of Representatives,67,Totals,,county,Polk,11028
State House of Representatives,67,Frank J. Chiodo,Democratic,racewide,Totals,7395
State House of Representatives,67,Ken Richards,Republican,racewide,Totals,3609
State House of Representatives,67,Scattering,,racewide,Totals,24
State House of Representatives,67,Totals,,racewide,Totals,11028
State House of Representatives,68,Jack Hatch,Democratic,county,Polk,7431
State House of Representatives,68,Paul Lay,Libertarian Party of Iowa,county,Polk,830
State House of Representatives,68,Scattering,,county,Polk,47
State House of Representatives,68,Totals,,county,Polk,8308
State House of Representatives,68,Jack Hatch,Democratic,racewide,Totals,7431
State House of Representatives,68,Paul Lay,Libertarian Party of Iowa,racewide,Totals,830
State House of Representatives,68,Scattering,,racewide,Totals,47
State House of Representatives,68,Totals,,racewide,Totals,8308
State House of Representatives,69,John H. Connors,Democratic,county,Polk,8631
State House of Representatives,69,Scattering,,county,Polk,110
State House of Representatives,69,Totals,,county,Polk,8741
State House of Representatives,69,John H. Connors,Democratic,racewide,Totals,8631
State House of Representatives,69,Scattering,,racewide,Totals,110
State House of Representatives,69,Totals,,racewide,Totals,8741
State House of Representatives,70,Ed Fallon,Democratic,county,Polk,6914
State House of Representatives,70,Scattering,,county,Polk,114
State House of Representatives,70,Totals,,county,Polk,7028
State House of Representatives,70,Ed Fallon,Democratic,racewide,Totals,6914
State House of Representatives,70,Scattering,,racewide,Totals,114
State House of Representatives,70,Totals,,racewide,Totals,7028
State House of Representatives,71,Wayne Ford,Democratic,county,Polk,7161
State House of Representatives,71,Scattering,,county,Polk,129
State House of Representatives,71,Totals,,county,Polk,7290
State House of Representatives,71,Wayne Ford,Democratic,racewide,Totals,7161
State House of Representatives,71,Scattering,,racewide,Totals,129
State House of Representatives,71,Totals,,racewide,Totals,7290
State House of Representatives,72,Janet Petersen,Democratic,county,Polk,8843
State House of Representatives,72,Jeff Chavannes,Republican,county,Polk,4843
State House of Representatives,72,Scattering,,county,Polk,15
State House of Representatives,72,Totals,,county,Polk,13701
State House of Representatives,72,Janet Petersen,Democratic,racewide,Totals,8843
State House of Representatives,72,Jeff Chavannes,Republican,racewide,Totals,4843
State House of Representatives,72,Scattering,,racewide,Totals,15
State House of Representatives,72,Totals,,racewide,Totals,13701
State House of Representatives,73,Carolyn Riley,Democratic,county,Polk,7221
State House of Representatives,73,Betty Grundberg,Republican,county,Polk,11300
State House of Representatives,73,Scattering,,county,Polk,33
State House of Representatives,73,Totals,,county,Polk,18554
State House of Representatives,73,Carolyn Riley,Democratic,racewide,Totals,7221
State House of Representatives,73,Betty Grundberg,Republican,racewide,Totals,11300
State House of Representatives,73,Scattering,,racewide,Totals,33
State House of Representatives,73,Totals,,racewide,Totals,18554
State House of Representatives,74,Libby Jacobs,Republican,county,Polk,11158
State House of Representatives,74,Scattering,,county,Polk,153
State House of Representatives,74,Totals,,county,Polk,11311
State House of Representatives,74,Libby Jacobs,Republican,racewide,Totals,11158
State House of Representatives,74,Scattering,,racewide,Totals,153
State House of Representatives,74,Totals,,racewide,Totals,11311
State House of Representatives,75,Margaret A. Stout,Democratic,county,Polk,5995
State House of Representatives,75,Janet Metcalf,Republican,county,Polk,11965
State House of Representatives,75,Scattering,,county,Polk,24
State House of Representatives,75,Totals,,county,Polk,17984
State House of Representatives,75,Margaret A. Stout,Democratic,racewide,Totals,5995
State House of Representatives,75,Janet Metcalf,Republican,racewide,Totals,11965
State House of Representatives,75,Scattering,,racewide,Totals,24
State House of Representatives,75,Totals,,racewide,Totals,17984
State House of Representatives,76,Mike Harkin,Democratic,county,Dallas,1644
State House of Representatives,76,Scott Raecker,Republican,county,Dallas,1283
State House of Representatives,76,Scattering,,county,Dallas,10
State House of Representatives,76,Totals,,county,Dallas,2937
State House of Representatives,76,Mike Harkin,Democratic,county,Polk,6048
State House of Representatives,76,Scott Raecker,Republican,county,Polk,9867
State House of Representatives,76,Scattering,,county,Polk,13
State House of Representatives,76,Totals,,county,Polk,15928
State House of Representatives,76,Mike Harkin,Democratic,racewide,Totals,7692
State House of Representatives,76,Scott Raecker,Republican,racewide,Totals,11150
State House of Representatives,76,Scattering,,racewide,Totals,23
State House of Representatives,76,Totals,,racewide,Totals,18865
State House of Representatives,77,Kathryn K. Powell,Democratic,county,Dallas,7311
State House of Representatives,77,Jodi Tymeson,Republican,county,Dallas,8575
State House of Representatives,77,Scattering,,county,Dallas,13
State House of Representatives,77,Totals,,county,Dallas,15899
State House of Representatives,77,Kathryn K. Powell,Democratic,county,Madison,1034
State House of Representatives,77,Jodi Tymeson,Republican,county,Madison,1296
State House of Representatives,77,Scattering,,county,Madison,1
State House of Representatives,77,Totals,,county,Madison,2331
State House of Representatives,77,Kathryn K. Powell,Democratic,racewide,Totals,8345
State House of Representatives,77,Jodi Tymeson,Republican,racewide,Totals,9871
State House of Representatives,77,Scattering,,racewide,Totals,14
State House of Representatives,77,Totals,,racewide,Totals,18230
State House of Representatives,78,Warren A. Varley,Democratic,county,Adair,1690
State House of Representatives,78,Clel Baudler,Republican,county,Adair,2396
State House of Representatives,78,Scattering,,county,Adair,3
State House of Representatives,78,Totals,,county,Adair,4089
State House of Representatives,78,Warren A. Varley,Democratic,county,Guthrie,2646
State House of Representatives,78,Clel Baudler,Republican,county,Guthrie,2705
State House of Representatives,78,Scattering,,county,Guthrie,1
State House of Representatives,78,Totals,,county,Guthrie,5352
State House of Representatives,78,Warren A. Varley,Democratic,county,Madison,2095
State House of Representatives,78,Clel Baudler,Republican,county,Madison,2225
State House of Representatives,78,Scattering,,county,Madison,4
State House of Representatives,78,Totals,,county,Madison,4324
State House of Representatives,78,Warren A. Varley,Democratic,racewide,Totals,6431
State House of Representatives,78,Clel Baudler,Republican,racewide,Totals,7326
State House of Representatives,78,Scattering,,racewide,Totals,8
State House of Representatives,78,Totals,,racewide,Totals,13765
State House of Representatives,79,Michael J. O'Brien,Democratic,county,Boone,8919
State House of Representatives,79,Scattering,,county,Boone,79
State House of Representatives,79,Totals,,county,Boone,8998
State House of Representatives,79,Michael J. O'Brien,Democratic,county,Greene,1200
State House of Representatives,79,Scattering,,county,Greene,9
State House of Representatives,79,Totals,,county,Greene,1209
State House of Representatives,79,Michael J. O'Brien,Democratic,racewide,Totals,10119
State House of Representatives,79,Scattering,,racewide,Totals,88
State House of Representatives,79,Totals,,racewide,Totals,10207
State House of Representatives,81,Jack Ryan,Democratic,county,Audubon,1293
State House of Representatives,81,Jack Drake,Republican,county,Audubon,2368
State House of Representatives,81,Scattering,,county,Audubon,1
State House of Representatives,81,Totals,,county,Audubon,3662
State House of Representatives,81,Jack Ryan,Democratic,county,Pottawattamie,1371
State House of Representatives,81,Jack Drake,Republican,county,Pottawattamie,2105
State House of Representatives,81,Scattering,,county,Pottawattamie,2
State House of Representatives,81,Totals,,county,Pottawattamie,3478
State House of Representatives,81,Jack Ryan,Democratic,county,Shelby,2001
State House of Representatives,81,Jack Drake,Republican,county,Shelby,3886
State House of Representatives,81,Scattering,,county,Shelby,0
State House of Representatives,81,Totals,,county,Shelby,5887
State House of Representatives,81,Jack Ryan,Democratic,racewide,Totals,4665
State House of Representatives,81,Jack Drake,Republican,racewide,Totals,8359
State House of Representatives,81,Scattering,,racewide,Totals,3
State House of Representatives,81,Totals,,racewide,Totals,13027
State House of Representatives,82,Rod Cameron,Democratic,county,Harrison,1808
State House of Representatives,82,Donna M. Barry,Republican,county,Harrison,4655
State House of Representatives,82,Scattering,,county,Harrison,2
State House of Representatives,82,Totals,,county,Harrison,6465
State House of Representatives,82,Rod Cameron,Democratic,county,Pottawattamie,2949
State House of Representatives,82,Donna M. Barry,Republican,county,Pottawattamie,4062
State House of Representatives,82,Scattering,,county,Pottawattamie,6
State House of Representatives,82,Totals,,county,Pottawattamie,7017
State House of Representatives,82,Rod Cameron,Democratic,racewide,Totals,4757
State House of Representatives,82,Donna M. Barry,Republican,racewide,Totals,8717
State House of Representatives,82,Scattering,,racewide,Totals,8
State House of Representatives,82,Totals,,racewide,Totals,13482
State House of Representatives,83,Brad Hansen,Republican,county,Pottawattamie,7051
State House of Representatives,83,Scattering,,county,Pottawattamie,112
State House of Representatives,83,Totals,,county,Pottawattamie,7163
State House of Representatives,83,Brad Hansen,Republican,racewide,Totals,7051
State House of Representatives,83,Scattering,,racewide,Totals,112
State House of Representatives,83,Totals,,racewide,Totals,7163
State House of Representatives,84,Hugh G. Wilcox,Democratic,county,Pottawattamie,3670
State House of Representatives,84,Brent Siegrist,Republican,county,Pottawattamie,6345
State House of Representatives,84,Scattering,,county,Pottawattamie,12
State House of Representatives,84,Totals,,county,Pottawattamie,10027
State House of Representatives,84,Hugh G. Wilcox,Democratic,racewide,Totals,3670
State House of Representatives,84,Brent Siegrist,Republican,racewide,Totals,6345
State House of Representatives,84,Scattering,,racewide,Totals,12
State House of Representatives,84,Totals,,racewide,Totals,10027
State House of Representatives,85,Chuck Larson,Democratic,county,Fremont,1810
State House of Representatives,85,Hubert Houser,Republican,county,Fremont,1685
State House of Representatives,85,Scattering,,county,Fremont,5
State House of Representatives,85,Totals,,county,Fremont,3500
State House of Representatives,85,Chuck Larson,Democratic,county,Mills,1821
State House of Representatives,85,Hubert Houser,Republican,county,Mills,3792
State House of Representatives,85,Scattering,,county,Mills,1
State House of Representatives,85,Totals,,county,Mills,5614
State House of Representatives,85,Chuck Larson,Democratic,county,Pottawattamie,556
State House of Representatives,85,Hubert Houser,Republican,county,Pottawattamie,2408
State House of Representatives,85,Scattering,,county,Pottawattamie,0
State House of Representatives,85,Totals,,county,Pottawattamie,2964
State House of Representatives,85,Chuck Larson,Democratic,racewide,Totals,4187
State House of Representatives,85,Hubert Houser,Republican,racewide,Totals,7885
State House of Representatives,85,Scattering,,racewide,Totals,6
State House of Representatives,85,Totals,,racewide,Totals,12078
State House of Representatives,86,Dick Weidman,Republican,county,Cass,5531
State House of Representatives,86,Scattering,,county,Cass,25
State House of Representatives,86,Totals,,county,Cass,5556
State House of Representatives,86,Dick Weidman,Republican,county,Montgomery,4455
State House of Representatives,86,Scattering,,county,Montgomery,24
State House of Representatives,86,Totals,,county,Montgomery,4479
State House of Representatives,86,Dick Weidman,Republican,county,Pottawattamie,165
State House of Representatives,86,Scattering,,county,Pottawattamie,8
State House of Representatives,86,Totals,,county,Pottawattamie,173
State House of Representatives,86,Dick Weidman,Republican,racewide,Totals,10151
State House of Representatives,86,Scattering,,racewide,Totals,57
State House of Representatives,86,Totals,,racewide,Totals,10208
State House of Representatives,87,Thomas Fine,Democratic,county,Adams,822
State House of Representatives,87,Effie Lee Boggess,Republican,county,Adams,1280
State House of Representatives,87,Scattering,,county,Adams,0
State House of Representatives,87,Totals,,county,Adams,2102
State House of Representatives,87,Thomas Fine,Democratic,county,Page,2376
State House of Representatives,87,Effie Lee Boggess,Republican,county,Page,4586
State House of Representatives,87,Scattering,,county,Page,5
State House of Representatives,87,Totals,,county,Page,6967
State House of Representatives,87,Thomas Fine,Democratic,county,Taylor,1469
State House of Representatives,87,Effie Lee Boggess,Republican,county,Taylor,1129
State House of Representatives,87,Scattering,,county,Taylor,0
State House of Representatives,87,Totals,,county,Taylor,2598
State House of Representatives,87,Thomas Fine,Democratic,racewide,Totals,4667
State House of Representatives,87,Effie Lee Boggess,Republican,racewide,Totals,6995
State House of Representatives,87,Scattering,,racewide,Totals,5
State House of Representatives,87,Totals,,racewide,Totals,11667
State House of Representatives,88,Rich Flynn,Democratic,county,Decatur,1630
State House of Representatives,88,Cecil Dolecheck,Republican,county,Decatur,1992
State House of Representatives,88,Scattering,,county,Decatur,0
State House of Representatives,88,Totals,,county,Decatur,3622
State House of Representatives,88,Rich Flynn,Democratic,county,Ringgold,964
State House of Representatives,88,Cecil Dolecheck,Republican,county,Ringgold,1702
State House of Representatives,88,Scattering,,county,Ringgold,0
State House of Representatives,88,Totals,,county,Ringgold,2666
State House of Representatives,88,Rich Flynn,Democratic,county,Taylor,170
State House of Representatives,88,Cecil Dolecheck,Republican,county,Taylor,284
State House of Representatives,88,Scattering,,county,Taylor,0
State House of Representatives,88,Totals,,county,Taylor,454
State House of Representatives,88,Rich Flynn,Democratic,county,Union,2714
State House of Representatives,88,Cecil Dolecheck,Republican,county,Union,3042
State House of Representatives,88,Scattering,,county,Union,1
State House of Representatives,88,Totals,,county,Union,5757
State House of Representatives,88,Rich Flynn,Democratic,racewide,Totals,5478
State House of Representatives,88,Cecil Dolecheck,Republican,racewide,Totals,7020
State House of Representatives,88,Scattering,,racewide,Totals,1
State House of Representatives,88,Totals,,racewide,Totals,12499
State House of Representatives,89,Steve Richardson,Democratic,county,Warren,10253
State House of Representatives,89,Aaron J. Rudich,Libertarian Party of Iowa,county,Warren,790
State House of Representatives,89,Scattering,,county,Warren,16
State House of Representatives,89,Totals,,county,Warren,11059
State House of Representatives,89,Steve Richardson,Democratic,racewide,Totals,10253
State House of Representatives,89,Aaron J. Rudich,Libertarian Party of Iowa,racewide,Totals,790
State House of Representatives,89,Scattering,,racewide,Totals,16
State House of Representatives,89,Totals,,racewide,Totals,11059
State House of Representatives,90,David Schrader,Democratic,county,Marion,5531
State House of Representatives,90,Tamara R. Scott,Republican,county,Marion,3129
State House of Representatives,90,Jay Robinson,Iowa Green Party,county,Marion,73
State House of Representatives,90,Scattering,,county,Marion,0
State House of Representatives,90,Totals,,county,Marion,8733
State House of Representatives,90,David Schrader,Democratic,county,Warren,2538
State House of Representatives,90,Tamara R. Scott,Republican,county,Warren,2103
State House of Representatives,90,Jay Robinson,Iowa Green Party,county,Warren,62
State House of Representatives,90,Scattering,,county,Warren,1
State House of Representatives,90,Totals,,county,Warren,4704
State House of Representatives,90,David Schrader,Democratic,racewide,Totals,8069
State House of Representatives,90,Tamara R. Scott,Republican,racewide,Totals,5232
State House of Representatives,90,Jay Robinson,Iowa Green Party,racewide,Totals,135
State House of Representatives,90,Scattering,,racewide,Totals,1
State House of Representatives,90,Totals,,racewide,Totals,13437
