office,candidate,party,county,votes
President/Vice President,Winn / Porster,Workers League,HOWARD,0
President/Vice President,La Rouche / Freeman,Nominated by Petition,HOWARD,5
President/Vice President,Fulani / Dattner,New Alliance,HOWARD,0
President/Vice President,Warren / Mickells,Socialist Workers,HOWARD,0
President/Vice President,Paul / Marrou,Libertarian,HOWARD,3
President/Vice President,Dukakis / Bentson,Democratic,HOWARD,2330
President/Vice President,Scattering,,HOWARD,10
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,HUMBOLDT,0
President/Vice President,Duke / Parker,Patriotic Party,HUMBOLDT,4
President/Vice President,Bush / Quayle,Republican,HUMBOLDT,2594
President/Vice President,Winn / Porster,Workers League,HUMBOLDT,1
President/Vice President,La Rouche / Freeman,Nominated by Petition,HUMBOLDT,31
President/Vice President,Fulani / Dattner,New Alliance,HUMBOLDT,3
President/Vice President,Warren / Mickells,Socialist Workers,HUMBOLDT,0
President/Vice President,Paul / Marrou,Libertarian,HUMBOLDT,9
President/Vice President,Dukakis / Bentson,Democratic,HUMBOLDT,2713
President/Vice President,Scattering,,HUMBOLDT,2
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,IDA,1
President/Vice President,Duke / Parker,Patriotic Party,IDA,2
President/Vice President,Bush / Quayle,Republican,IDA,1951
President/Vice President,Winn / Porster,Workers League,IDA,0
President/Vice President,La Rouche / Freeman,Nominated by Petition,IDA,19
President/Vice President,Fulani / Dattner,New Alliance,IDA,1
President/Vice President,Warren / Mickells,Socialist Workers,IDA,1
President/Vice President,Paul / Marrou,Libertarian,IDA,11
President/Vice President,Dukakis / Bentson,Democratic,IDA,1787
President/Vice President,Scattering,,IDA,6
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,IOWA,5
President/Vice President,Duke / Parker,Patriotic Party,IOWA,17
President/Vice President,Bush / Quayle,Republican,IOWA,3247
President/Vice President,Winn / Porster,Workers League,IOWA,1
President/Vice President,La Rouche / Freeman,Nominated by Petition,IOWA,42
President/Vice President,Fulani / Dattner,New Alliance,IOWA,8
President/Vice President,Warren / Mickells,Socialist Workers,IOWA,1
President/Vice President,Paul / Marrou,Libertarian,IOWA,21
President/Vice President,Dukakis / Bentson,Democratic,IOWA,3338
President/Vice President,Scattering,,IOWA,5
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,JACKSON,0
President/Vice President,Duke / Parker,Patriotic Party,JACKSON,5
President/Vice President,Bush / Quayle,Republican,JACKSON,3237
President/Vice President,Winn / Porster,Workers League,JACKSON,1
President/Vice President,La Rouche / Freeman,Nominated by Petition,JACKSON,102
President/Vice President,Fulani / Dattner,New Alliance,JACKSON,2
President/Vice President,Warren / Mickells,Socialist Workers,JACKSON,0
President/Vice President,Paul / Marrou,Libertarian,JACKSON,22
President/Vice President,Dukakis / Bentson,Democratic,JACKSON,4864
President/Vice President,Scattering,,JACKSON,0
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,JASPER,2
President/Vice President,Duke / Parker,Patriotic Party,JASPER,8
President/Vice President,Bush / Quayle,Republican,JASPER,6703
President/Vice President,Winn / Porster,Workers League,JASPER,6
President/Vice President,La Rouche / Freeman,Nominated by Petition,JASPER,20
President/Vice President,Fulani / Dattner,New Alliance,JASPER,2
President/Vice President,Warren / Mickells,Socialist Workers,JASPER,2
President/Vice President,Paul / Marrou,Libertarian,JASPER,22
President/Vice President,Dukakis / Bentson,Democratic,JASPER,8940
President/Vice President,Scattering,,JASPER,28
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,JEFFERSON,1
President/Vice President,Duke / Parker,Patriotic Party,JEFFERSON,1
President/Vice President,Bush / Quayle,Republican,JEFFERSON,3614
President/Vice President,Winn / Porster,Workers League,JEFFERSON,3
President/Vice President,La Rouche / Freeman,Nominated by Petition,JEFFERSON,8
President/Vice President,Fulani / Dattner,New Alliance,JEFFERSON,1
President/Vice President,Warren / Mickells,Socialist Workers,JEFFERSON,3
President/Vice President,Paul / Marrou,Libertarian,JEFFERSON,40
President/Vice President,Dukakis / Bentson,Democratic,JEFFERSON,3594
President/Vice President,Scattering,,JEFFERSON,31
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,JOHNSON,34
President/Vice President,Duke / Parker,Patriotic Party,JOHNSON,22
President/Vice President,Bush / Quayle,Republican,JOHNSON,15453
President/Vice President,Winn / Porster,Workers League,JOHNSON,6
President/Vice President,La Rouche / Freeman,Nominated by Petition,JOHNSON,22
President/Vice President,Fulani / Dattner,New Alliance,JOHNSON,33
President/Vice President,Warren / Mickells,Socialist Workers,JOHNSON,15
President/Vice President,Paul / Marrou,Libertarian,JOHNSON,149
President/Vice President,Dukakis / Bentson,Democratic,JOHNSON,28759
President/Vice President,Scattering,,JOHNSON,154
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,JONES,1
President/Vice President,Duke / Parker,Patriotic Party,JONES,4
President/Vice President,Bush / Quayle,Republican,JONES,3496
President/Vice President,Winn / Porster,Workers League,JONES,0
President/Vice President,La Rouche / Freeman,Nominated by Petition,JONES,5
President/Vice President,Fulani / Dattner,New Alliance,JONES,4
President/Vice President,Warren / Mickells,Socialist Workers,JONES,0
President/Vice President,Paul / Marrou,Libertarian,JONES,8
President/Vice President,Dukakis / Bentson,Democratic,JONES,4641
President/Vice President,Scattering,,JONES,26
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,KEOKUK,0
President/Vice President,Duke / Parker,Patriotic Party,KEOKUK,3
President/Vice President,Bush / Quayle,Republican,KEOKUK,2278
President/Vice President,Winn / Porster,Workers League,KEOKUK,2
President/Vice President,La Rouche / Freeman,Nominated by Petition,KEOKUK,29
President/Vice President,Fulani / Dattner,New Alliance,KEOKUK,0
President/Vice President,Warren / Mickells,Socialist Workers,KEOKUK,1
President/Vice President,Paul / Marrou,Libertarian,KEOKUK,12
President/Vice President,Dukakis / Bentson,Democratic,KEOKUK,2899
President/Vice President,Scattering,,KEOKUK,6
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,KOSSUTH,1
President/Vice President,Duke / Parker,Patriotic Party,KOSSUTH,5
President/Vice President,Bush / Quayle,Republican,KOSSUTH,3938
President/Vice President,Winn / Porster,Workers League,KOSSUTH,1
President/Vice President,La Rouche / Freeman,Nominated by Petition,KOSSUTH,60
President/Vice President,Fulani / Dattner,New Alliance,KOSSUTH,1
President/Vice President,Warren / Mickells,Socialist Workers,KOSSUTH,0
President/Vice President,Paul / Marrou,Libertarian,KOSSUTH,13
President/Vice President,Dukakis / Bentson,Democratic,KOSSUTH,5088
President/Vice President,Scattering,,KOSSUTH,0
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,LEE,3
President/Vice President,Duke / Parker,Patriotic Party,LEE,5
President/Vice President,Bush / Quayle,Republican,LEE,6228
President/Vice President,Winn / Porster,Workers League,LEE,3
President/Vice President,La Rouche / Freeman,Nominated by Petition,LEE,89
President/Vice President,Fulani / Dattner,New Alliance,LEE,6
President/Vice President,Warren / Mickells,Socialist Workers,LEE,3
President/Vice President,Paul / Marrou,Libertarian,LEE,41
President/Vice President,Dukakis / Bentson,Democratic,LEE,10911
President/Vice President,Scattering,,LEE,1
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,LINN,13
President/Vice President,Duke / Parker,Patriotic Party,LINN,37
President/Vice President,Bush / Quayle,Republican,LINN,33129
President/Vice President,Winn / Porster,Workers League,LINN,9
President/Vice President,La Rouche / Freeman,Nominated by Petition,LINN,57
President/Vice President,Fulani / Dattner,New Alliance,LINN,43
President/Vice President,Warren / Mickells,Socialist Workers,LINN,13
President/Vice President,Paul / Marrou,Libertarian,LINN,178
President/Vice President,Dukakis / Bentson,Democratic,LINN,42993
President/Vice President,Scattering,,LINN,246
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,LOUISA,1
President/Vice President,Duke / Parker,Patriotic Party,LOUISA,8
President/Vice President,Bush / Quayle,Republican,LOUISA,2060
President/Vice President,Winn / Porster,Workers League,LOUISA,3
President/Vice President,La Rouche / Freeman,Nominated by Petition,LOUISA,10
President/Vice President,Fulani / Dattner,New Alliance,LOUISA,3
President/Vice President,Warren / Mickells,Socialist Workers,LOUISA,2
President/Vice President,Paul / Marrou,Libertarian,LOUISA,15
President/Vice President,Dukakis / Bentson,Democratic,LOUISA,2268
President/Vice President,Scattering,,LOUISA,10
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,LUCAS,0
President/Vice President,Duke / Parker,Patriotic Party,LUCAS,2
President/Vice President,Bush / Quayle,Republican,LUCAS,1776
President/Vice President,Winn / Porster,Workers League,LUCAS,0
President/Vice President,La Rouche / Freeman,Nominated by Petition,LUCAS,2
President/Vice President,Fulani / Dattner,New Alliance,LUCAS,0
President/Vice President,Warren / Mickells,Socialist Workers,LUCAS,1
President/Vice President,Paul / Marrou,Libertarian,LUCAS,3
President/Vice President,Dukakis / Bentson,Democratic,LUCAS,2454
President/Vice President,Scattering,,LUCAS,5
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,LYON,0
President/Vice President,Duke / Parker,Patriotic Party,LYON,5
President/Vice President,Bush / Quayle,Republican,LYON,3517
President/Vice President,Winn / Porster,Workers League,LYON,0
President/Vice President,La Rouche / Freeman,Nominated by Petition,LYON,26
President/Vice President,Fulani / Dattner,New Alliance,LYON,1
President/Vice President,Warren / Mickells,Socialist Workers,LYON,0
President/Vice President,Paul / Marrou,Libertarian,LYON,8
President/Vice President,Dukakis / Bentson,Democratic,LYON,1706
President/Vice President,Scattering,,LYON,1
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,MADISON,1
President/Vice President,Duke / Parker,Patriotic Party,MADISON,5
President/Vice President,Bush / Quayle,Republican,MADISON,2410
President/Vice President,Winn / Porster,Workers League,MADISON,0
President/Vice President,La Rouche / Freeman,Nominated by Petition,MADISON,8
President/Vice President,Fulani / Dattner,New Alliance,MADISON,0
President/Vice President,Warren / Mickells,Socialist Workers,MADISON,0
President/Vice President,Paul / Marrou,Libertarian,MADISON,8
President/Vice President,Dukakis / Bentson,Democratic,MADISON,3421
President/Vice President,Scattering,,MADISON,9
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,MAHASKA,1
President/Vice President,Duke / Parker,Patriotic Party,MAHASKA,3
President/Vice President,Bush / Quayle,Republican,MAHASKA,4798
President/Vice President,Winn / Porster,Workers League,MAHASKA,1
President/Vice President,La Rouche / Freeman,Nominated by Petition,MAHASKA,41
President/Vice President,Fulani / Dattner,New Alliance,MAHASKA,5
President/Vice President,Warren / Mickells,Socialist Workers,MAHASKA,1
President/Vice President,Paul / Marrou,Libertarian,MAHASKA,16
President/Vice President,Dukakis / Bentson,Democratic,MAHASKA,4451
President/Vice President,Scattering,,MAHASKA,3
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,MARION,3
President/Vice President,Duke / Parker,Patriotic Party,MARION,5
President/Vice President,Bush / Quayle,Republican,MARION,5914
President/Vice President,Winn / Porster,Workers League,MARION,4
President/Vice President,La Rouche / Freeman,Nominated by Petition,MARION,83
President/Vice President,Fulani / Dattner,New Alliance,MARION,7
President/Vice President,Warren / Mickells,Socialist Workers,MARION,2
President/Vice President,Paul / Marrou,Libertarian,MARION,9
President/Vice President,Dukakis / Bentson,Democratic,MARION,6922
President/Vice President,Scattering,,MARION,5
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,MARSHALL,8
President/Vice President,Duke / Parker,Patriotic Party,MARSHALL,10
President/Vice President,Bush / Quayle,Republican,MARSHALL,7657
President/Vice President,Winn / Porster,Workers League,MARSHALL,5
President/Vice President,La Rouche / Freeman,Nominated by Petition,MARSHALL,21
President/Vice President,Fulani / Dattner,New Alliance,MARSHALL,8
President/Vice President,Warren / Mickells,Socialist Workers,MARSHALL,4
President/Vice President,Paul / Marrou,Libertarian,MARSHALL,41
President/Vice President,Dukakis / Bentson,Democratic,MARSHALL,9760
President/Vice President,Scattering,,MARSHALL,35
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,MILLS,3
President/Vice President,Duke / Parker,Patriotic Party,MILLS,3
President/Vice President,Bush / Quayle,Republican,MILLS,3212
President/Vice President,Winn / Porster,Workers League,MILLS,1
President/Vice President,La Rouche / Freeman,Nominated by Petition,MILLS,27
President/Vice President,Fulani / Dattner,New Alliance,MILLS,0
President/Vice President,Warren / Mickells,Socialist Workers,MILLS,0
President/Vice President,Paul / Marrou,Libertarian,MILLS,25
President/Vice President,Dukakis / Bentson,Democratic,MILLS,2092
President/Vice President,Scattering,,MILLS,6
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,MITCHELL,0
President/Vice President,Duke / Parker,Patriotic Party,MITCHELL,3
President/Vice President,Bush / Quayle,Republican,MITCHELL,2338
President/Vice President,Winn / Porster,Workers League,MITCHELL,2
President/Vice President,La Rouche / Freeman,Nominated by Petition,MITCHELL,27
President/Vice President,Fulani / Dattner,New Alliance,MITCHELL,3
President/Vice President,Warren / Mickells,Socialist Workers,MITCHELL,0
President/Vice President,Paul / Marrou,Libertarian,MITCHELL,7
President/Vice President,Dukakis / Bentson,Democratic,MITCHELL,2870
President/Vice President,Scattering,,MITCHELL,1
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,MONONA,1
President/Vice President,Duke / Parker,Patriotic Party,MONONA,4
President/Vice President,Bush / Quayle,Republican,MONONA,2068
President/Vice President,Winn / Porster,Workers League,MONONA,1
President/Vice President,La Rouche / Freeman,Nominated by Petition,MONONA,4
President/Vice President,Fulani / Dattner,New Alliance,MONONA,1
President/Vice President,Warren / Mickells,Socialist Workers,MONONA,0
President/Vice President,Paul / Marrou,Libertarian,MONONA,2
President/Vice President,Dukakis / Bentson,Democratic,MONONA,2408
President/Vice President,Scattering,,MONONA,2
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,MONROE,0
President/Vice President,Duke / Parker,Patriotic Party,MONROE,2
President/Vice President,Bush / Quayle,Republican,MONROE,1313
President/Vice President,Winn / Porster,Workers League,MONROE,0
President/Vice President,La Rouche / Freeman,Nominated by Petition,MONROE,4
President/Vice President,Fulani / Dattner,New Alliance,MONROE,0
President/Vice President,Warren / Mickells,Socialist Workers,MONROE,1
President/Vice President,Paul / Marrou,Libertarian,MONROE,4
President/Vice President,Dukakis / Bentson,Democratic,MONROE,2338
President/Vice President,Scattering,,MONROE,5
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,MONTGOMERY,1
President/Vice President,Duke / Parker,Patriotic Party,MONTGOMERY,3
President/Vice President,Bush / Quayle,Republican,MONTGOMERY,3166
President/Vice President,Winn / Porster,Workers League,MONTGOMERY,0
President/Vice President,La Rouche / Freeman,Nominated by Petition,MONTGOMERY,18
President/Vice President,Fulani / Dattner,New Alliance,MONTGOMERY,0
President/Vice President,Warren / Mickells,Socialist Workers,MONTGOMERY,1
President/Vice President,Paul / Marrou,Libertarian,MONTGOMERY,8
President/Vice President,Dukakis / Bentson,Democratic,MONTGOMERY,1898
President/Vice President,Scattering,,MONTGOMERY,5
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,MUSCATINE,4
President/Vice President,Duke / Parker,Patriotic Party,MUSCATINE,10
President/Vice President,Bush / Quayle,Republican,MUSCATINE,6904
President/Vice President,Winn / Porster,Workers League,MUSCATINE,4
President/Vice President,La Rouche / Freeman,Nominated by Petition,MUSCATINE,78
President/Vice President,Fulani / Dattner,New Alliance,MUSCATINE,3
President/Vice President,Warren / Mickells,Socialist Workers,MUSCATINE,1
President/Vice President,Paul / Marrou,Libertarian,MUSCATINE,29
President/Vice President,Dukakis / Bentson,Democratic,MUSCATINE,7059
President/Vice President,Scattering,,MUSCATINE,10
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,O’BRIEN,0
President/Vice President,Duke / Parker,Patriotic Party,O’BRIEN,11
President/Vice President,Bush / Quayle,Republican,O’BRIEN,4241
President/Vice President,Winn / Porster,Workers League,O’BRIEN,0
President/Vice President,La Rouche / Freeman,Nominated by Petition,O’BRIEN,29
President/Vice President,Fulani / Dattner,New Alliance,O’BRIEN,1
President/Vice President,Warren / Mickells,Socialist Workers,O’BRIEN,3
President/Vice President,Paul / Marrou,Libertarian,O’BRIEN,18
President/Vice President,Dukakis / Bentson,Democratic,O’BRIEN,2768
President/Vice President,Scattering,,O’BRIEN,1
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,OSCEOLA,0
President/Vice President,Duke / Parker,Patriotic Party,OSCEOLA,8
President/Vice President,Bush / Quayle,Republican,OSCEOLA,1951
President/Vice President,Winn / Porster,Workers League,OSCEOLA,3
President/Vice President,La Rouche / Freeman,Nominated by Petition,OSCEOLA,15
President/Vice President,Fulani / Dattner,New Alliance,OSCEOLA,2
President/Vice President,Warren / Mickells,Socialist Workers,OSCEOLA,2
President/Vice President,Paul / Marrou,Libertarian,OSCEOLA,4
President/Vice President,Dukakis / Bentson,Democratic,OSCEOLA,1277
President/Vice President,Scattering,,OSCEOLA,2
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,PAGE,0
President/Vice President,Duke / Parker,Patriotic Party,PAGE,3
President/Vice President,Bush / Quayle,Republican,PAGE,4583
President/Vice President,Winn / Porster,Workers League,PAGE,0
President/Vice President,La Rouche / Freeman,Nominated by Petition,PAGE,9
President/Vice President,Fulani / Dattner,New Alliance,PAGE,3
President/Vice President,Warren / Mickells,Socialist Workers,PAGE,1
President/Vice President,Paul / Marrou,Libertarian,PAGE,7
President/Vice President,Dukakis / Bentson,Democratic,PAGE,2185
President/Vice President,Scattering,,PAGE,12
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,PALO ALTO,2
President/Vice President,Duke / Parker,Patriotic Party,PALO ALTO,2
President/Vice President,Bush / Quayle,Republican,PALO ALTO,2041
President/Vice President,Winn / Porster,Workers League,PALO ALTO,2
President/Vice President,La Rouche / Freeman,Nominated by Petition,PALO ALTO,29
President/Vice President,Fulani / Dattner,New Alliance,PALO ALTO,4
President/Vice President,Warren / Mickells,Socialist Workers,PALO ALTO,1
President/Vice President,Paul / Marrou,Libertarian,PALO ALTO,5
President/Vice President,Dukakis / Bentson,Democratic,PALO ALTO,3377
President/Vice President,Scattering,,PALO ALTO,0
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,PLYMOUTH,3
President/Vice President,Duke / Parker,Patriotic Party,PLYMOUTH,7
President/Vice President,Bush / Quayle,Republican,PLYMOUTH,5316
President/Vice President,Winn / Porster,Workers League,PLYMOUTH,1
President/Vice President,La Rouche / Freeman,Nominated by Petition,PLYMOUTH,34
President/Vice President,Fulani / Dattner,New Alliance,PLYMOUTH,3
President/Vice President,Warren / Mickells,Socialist Workers,PLYMOUTH,1
President/Vice President,Paul / Marrou,Libertarian,PLYMOUTH,22
President/Vice President,Dukakis / Bentson,Democratic,PLYMOUTH,4220
President/Vice President,Scattering,,PLYMOUTH,0
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,POCAHONTAS,0
President/Vice President,Duke / Parker,Patriotic Party,POCAHONTAS,5
President/Vice President,Bush / Quayle,Republican,POCAHONTAS,1871
President/Vice President,Winn / Porster,Workers League,POCAHONTAS,2
President/Vice President,La Rouche / Freeman,Nominated by Petition,POCAHONTAS,22
President/Vice President,Fulani / Dattner,New Alliance,POCAHONTAS,4
President/Vice President,Warren / Mickells,Socialist Workers,POCAHONTAS,0
President/Vice President,Paul / Marrou,Libertarian,POCAHONTAS,24
President/Vice President,Dukakis / Bentson,Democratic,POCAHONTAS,2722
President/Vice President,Scattering,,POCAHONTAS,2
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,POLK,45
President/Vice President,Duke / Parker,Patriotic Party,POLK,56
President/Vice President,Bush / Quayle,Republican,POLK,57854
President/Vice President,Winn / Porster,Workers League,POLK,18
President/Vice President,La Rouche / Freeman,Nominated by Petition,POLK,71
President/Vice President,Fulani / Dattner,New Alliance,POLK,53
President/Vice President,Warren / Mickells,Socialist Workers,POLK,18
President/Vice President,Paul / Marrou,Libertarian,POLK,282
President/Vice President,Dukakis / Bentson,Democratic,POLK,84476
President/Vice President,Scattering,,POLK,271
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,POTTAWATTAMIE,8
President/Vice President,Duke / Parker,Patriotic Party,POTTAWATTAMIE,18
President/Vice President,Bush / Quayle,Republican,POTTAWATTAMIE,17193
President/Vice President,Winn / Porster,Workers League,POTTAWATTAMIE,9
President/Vice President,La Rouche / Freeman,Nominated by Petition,POTTAWATTAMIE,136
President/Vice President,Fulani / Dattner,New Alliance,POTTAWATTAMIE,12
President/Vice President,Warren / Mickells,Socialist Workers,POTTAWATTAMIE,7
President/Vice President,Paul / Marrou,Libertarian,POTTAWATTAMIE,57
President/Vice President,Dukakis / Bentson,Democratic,POTTAWATTAMIE,14958
President/Vice President,Scattering,,POTTAWATTAMIE,7
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,POWESHIEK,4
President/Vice President,Duke / Parker,Patriotic Party,POWESHIEK,5
President/Vice President,Bush / Quayle,Republican,POWESHIEK,3683
President/Vice President,Winn / Porster,Workers League,POWESHIEK,0
President/Vice President,La Rouche / Freeman,Nominated by Petition,POWESHIEK,17
President/Vice President,Fulani / Dattner,New Alliance,POWESHIEK,3
President/Vice President,Warren / Mickells,Socialist Workers,POWESHIEK,4
President/Vice President,Paul / Marrou,Libertarian,POWESHIEK,26
President/Vice President,Dukakis / Bentson,Democratic,POWESHIEK,4876
President/Vice President,Scattering,,POWESHIEK,7
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,RINGGOLD,0
President/Vice President,Duke / Parker,Patriotic Party,RINGGOLD,0
President/Vice President,Bush / Quayle,Republican,RINGGOLD,1110
President/Vice President,Winn / Porster,Workers League,RINGGOLD,0
President/Vice President,La Rouche / Freeman,Nominated by Petition,RINGGOLD,3
President/Vice President,Fulani / Dattner,New Alliance,RINGGOLD,1
President/Vice President,Warren / Mickells,Socialist Workers,RINGGOLD,0
President/Vice President,Paul / Marrou,Libertarian,RINGGOLD,1
President/Vice President,Dukakis / Bentson,Democratic,RINGGOLD,1609
President/Vice President,Scattering,,RINGGOLD,7
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,SAC,2
President/Vice President,Duke / Parker,Patriotic Party,SAC,3
President/Vice President,Bush / Quayle,Republican,SAC,2411
President/Vice President,Winn / Porster,Workers League,SAC,0
President/Vice President,La Rouche / Freeman,Nominated by Petition,SAC,21
President/Vice President,Fulani / Dattner,New Alliance,SAC,2
President/Vice President,Warren / Mickells,Socialist Workers,SAC,5
President/Vice President,Paul / Marrou,Libertarian,SAC,14
President/Vice President,Dukakis / Bentson,Democratic,SAC,2613
President/Vice President,Scattering,,SAC,6
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,SCOTT,23
President/Vice President,Duke / Parker,Patriotic Party,SCOTT,33
President/Vice President,Bush / Quayle,Republican,SCOTT,31025
President/Vice President,Winn / Porster,Workers League,SCOTT,17
President/Vice President,La Rouche / Freeman,Nominated by Petition,SCOTT,249
President/Vice President,Fulani / Dattner,New Alliance,SCOTT,28
President/Vice President,Warren / Mickells,Socialist Workers,SCOTT,18
President/Vice President,Paul / Marrou,Libertarian,SCOTT,188
President/Vice President,Dukakis / Bentson,Democratic,SCOTT,34415
President/Vice President,Scattering,,SCOTT,39
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,SHELBY,2
President/Vice President,Duke / Parker,Patriotic Party,SHELBY,2
President/Vice President,Bush / Quayle,Republican,SHELBY,3019
President/Vice President,Winn / Porster,Workers League,SHELBY,0
President/Vice President,La Rouche / Freeman,Nominated by Petition,SHELBY,9
President/Vice President,Fulani / Dattner,New Alliance,SHELBY,4
President/Vice President,Warren / Mickells,Socialist Workers,SHELBY,1
President/Vice President,Paul / Marrou,Libertarian,SHELBY,12
President/Vice President,Dukakis / Bentson,Democratic,SHELBY,2806
President/Vice President,Scattering,,SHELBY,5
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,SIOUX,1
President/Vice President,Duke / Parker,Patriotic Party,SIOUX,17
President/Vice President,Bush / Quayle,Republican,SIOUX,10270
President/Vice President,Winn / Porster,Workers League,SIOUX,4
President/Vice President,La Rouche / Freeman,Nominated by Petition,SIOUX,49
President/Vice President,Fulani / Dattner,New Alliance,SIOUX,1
President/Vice President,Warren / Mickells,Socialist Workers,SIOUX,0
President/Vice President,Paul / Marrou,Libertarian,SIOUX,12
President/Vice President,Dukakis / Bentson,Democratic,SIOUX,2923
President/Vice President,Scattering,,SIOUX,11
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,STORY,16
President/Vice President,Duke / Parker,Patriotic Party,STORY,7
President/Vice President,Bush / Quayle,Republican,STORY,13782
President/Vice President,Winn / Porster,Workers League,STORY,7
President/Vice President,La Rouche / Freeman,Nominated by Petition,STORY,73
President/Vice President,Fulani / Dattner,New Alliance,STORY,36
President/Vice President,Warren / Mickells,Socialist Workers,STORY,5
President/Vice President,Paul / Marrou,Libertarian,STORY,92
President/Vice President,Dukakis / Bentson,Democratic,STORY,19051
President/Vice President,Scattering,,STORY,36
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,TAMA,1
President/Vice President,Duke / Parker,Patriotic Party,TAMA,7
President/Vice President,Bush / Quayle,Republican,TAMA,3362
President/Vice President,Winn / Porster,Workers League,TAMA,2
President/Vice President,La Rouche / Freeman,Nominated by Petition,TAMA,20
President/Vice President,Fulani / Dattner,New Alliance,TAMA,7
President/Vice President,Warren / Mickells,Socialist Workers,TAMA,0
President/Vice President,Paul / Marrou,Libertarian,TAMA,21
President/Vice President,Dukakis / Bentson,Democratic,TAMA,4584
President/Vice President,Scattering,,TAMA,5
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,TAYLOR,1
President/Vice President,Duke / Parker,Patriotic Party,TAYLOR,2
President/Vice President,Bush / Quayle,Republican,TAYLOR,1647
President/Vice President,Winn / Porster,Workers League,TAYLOR,0
President/Vice President,La Rouche / Freeman,Nominated by Petition,TAYLOR,1
President/Vice President,Fulani / Dattner,New Alliance,TAYLOR,0
President/Vice President,Warren / Mickells,Socialist Workers,TAYLOR,3
President/Vice President,Paul / Marrou,Libertarian,TAYLOR,1
President/Vice President,Dukakis / Bentson,Democratic,TAYLOR,1671
President/Vice President,Scattering,,TAYLOR,9
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,UNION,1
President/Vice President,Duke / Parker,Patriotic Party,UNION,2
President/Vice President,Bush / Quayle,Republican,UNION,2751
President/Vice President,Winn / Porster,Workers League,UNION,0
President/Vice President,La Rouche / Freeman,Nominated by Petition,UNION,31
President/Vice President,Fulani / Dattner,New Alliance,UNION,3
President/Vice President,Warren / Mickells,Socialist Workers,UNION,3
President/Vice President,Paul / Marrou,Libertarian,UNION,9
President/Vice President,Dukakis / Bentson,Democratic,UNION,3236
President/Vice President,Scattering,,UNION,5
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,VAN BUREN,0
President/Vice President,Duke / Parker,Patriotic Party,VAN BUREN,1
President/Vice President,Bush / Quayle,Republican,VAN BUREN,1692
President/Vice President,Winn / Porster,Workers League,VAN BUREN,3
President/Vice President,La Rouche / Freeman,Nominated by Petition,VAN BUREN,6
President/Vice President,Fulani / Dattner,New Alliance,VAN BUREN,0
President/Vice President,Warren / Mickells,Socialist Workers,VAN BUREN,0
President/Vice President,Paul / Marrou,Libertarian,VAN BUREN,9
President/Vice President,Dukakis / Bentson,Democratic,VAN BUREN,1612
President/Vice President,Scattering,,VAN BUREN,11
President/Vice President,Kenoyer / Ehrenreich,Iowa Socialist,WAPELLO,7
President/Vice President,Duke / Parker,Patriotic Party,WAPELLO,12
