office,candidate,party,county,votes
President/Vice President,Mitt Romney,Republican,Fremont,1972
President/Vice President,Total,,Grundy,6981
President/Vice President,Over Votes,,Grundy,5
President/Vice President,Under Votes,,Grundy,14
President/Vice President,Write-In,,Grundy,41
President/Vice President,Jerry Litzel,Nominated by Petition,Grundy,3
President/Vice President,James Harris,Socialist Workers Party,Grundy,6
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Grundy,1
President/Vice President,Gary Johnson,Libertarian,Grundy,33
President/Vice President,Jill Stein,Iowa Green Party,Grundy,10
President/Vice President,Virgil Goode,Constitution,Grundy,18
President/Vice President,Barack Obama,Democratic,Grundy,2635
President/Vice President,Mitt Romney,Republican,Grundy,4215
President/Vice President,Total,,Guthrie,5920
President/Vice President,Over Votes,,Guthrie,4
President/Vice President,Under Votes,,Guthrie,28
President/Vice President,Write-In,,Guthrie,33
President/Vice President,Jerry Litzel,Nominated by Petition,Guthrie,9
President/Vice President,James Harris,Socialist Workers Party,Guthrie,5
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Guthrie,0
President/Vice President,Gary Johnson,Libertarian,Guthrie,74
President/Vice President,Jill Stein,Iowa Green Party,Guthrie,15
President/Vice President,Virgil Goode,Constitution,Guthrie,12
President/Vice President,Barack Obama,Democratic,Guthrie,2569
President/Vice President,Mitt Romney,Republican,Guthrie,3171
President/Vice President,Total,,Hamilton,7979
President/Vice President,Over Votes,,Hamilton,10
President/Vice President,Under Votes,,Hamilton,42
President/Vice President,Write-In,,Hamilton,43
President/Vice President,Jerry Litzel,Nominated by Petition,Hamilton,9
President/Vice President,James Harris,Socialist Workers Party,Hamilton,0
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Hamilton,0
President/Vice President,Gary Johnson,Libertarian,Hamilton,54
President/Vice President,Jill Stein,Iowa Green Party,Hamilton,19
President/Vice President,Virgil Goode,Constitution,Hamilton,29
President/Vice President,Barack Obama,Democratic,Hamilton,3782
President/Vice President,Mitt Romney,Republican,Hamilton,3991
President/Vice President,Total,,Hancock,5946
President/Vice President,Over Votes,,Hancock,3
President/Vice President,Under Votes,,Hancock,18
President/Vice President,Write-In,,Hancock,17
President/Vice President,Jerry Litzel,Nominated by Petition,Hancock,2
President/Vice President,James Harris,Socialist Workers Party,Hancock,1
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Hancock,2
President/Vice President,Gary Johnson,Libertarian,Hancock,39
President/Vice President,Jill Stein,Iowa Green Party,Hancock,16
President/Vice President,Virgil Goode,Constitution,Hancock,10
President/Vice President,Barack Obama,Democratic,Hancock,2521
President/Vice President,Mitt Romney,Republican,Hancock,3317
President/Vice President,Total,,Hardin,8942
President/Vice President,Over Votes,,Hardin,6
President/Vice President,Under Votes,,Hardin,38
President/Vice President,Write-In,,Hardin,46
President/Vice President,Jerry Litzel,Nominated by Petition,Hardin,8
President/Vice President,James Harris,Socialist Workers Party,Hardin,5
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Hardin,0
President/Vice President,Gary Johnson,Libertarian,Hardin,53
President/Vice President,Jill Stein,Iowa Green Party,Hardin,17
President/Vice President,Virgil Goode,Constitution,Hardin,24
President/Vice President,Barack Obama,Democratic,Hardin,4075
President/Vice President,Mitt Romney,Republican,Hardin,4670
President/Vice President,Total,,Harrison,7357
President/Vice President,Over Votes,,Harrison,5
President/Vice President,Under Votes,,Harrison,30
President/Vice President,Write-In,,Harrison,29
President/Vice President,Jerry Litzel,Nominated by Petition,Harrison,5
President/Vice President,James Harris,Socialist Workers Party,Harrison,3
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Harrison,2
President/Vice President,Gary Johnson,Libertarian,Harrison,52
President/Vice President,Jill Stein,Iowa Green Party,Harrison,15
President/Vice President,Virgil Goode,Constitution,Harrison,15
President/Vice President,Barack Obama,Democratic,Harrison,3136
President/Vice President,Mitt Romney,Republican,Harrison,4065
President/Vice President,Total,,Henry,9786
President/Vice President,Over Votes,,Henry,18
President/Vice President,Under Votes,,Henry,71
President/Vice President,Write-In,,Henry,65
President/Vice President,Jerry Litzel,Nominated by Petition,Henry,12
President/Vice President,James Harris,Socialist Workers Party,Henry,4
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Henry,3
President/Vice President,Gary Johnson,Libertarian,Henry,66
President/Vice President,Jill Stein,Iowa Green Party,Henry,27
President/Vice President,Virgil Goode,Constitution,Henry,25
President/Vice President,Barack Obama,Democratic,Henry,4460
President/Vice President,Mitt Romney,Republican,Henry,5035
President/Vice President,Total,,Howard,4665
President/Vice President,Over Votes,,Howard,3
President/Vice President,Under Votes,,Howard,17
President/Vice President,Write-In,,Howard,17
President/Vice President,Jerry Litzel,Nominated by Petition,Howard,3
President/Vice President,James Harris,Socialist Workers Party,Howard,0
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Howard,3
President/Vice President,Gary Johnson,Libertarian,Howard,41
President/Vice President,Jill Stein,Iowa Green Party,Howard,10
President/Vice President,Virgil Goode,Constitution,Howard,8
President/Vice President,Barack Obama,Democratic,Howard,2768
President/Vice President,Mitt Romney,Republican,Howard,1795
President/Vice President,Total,,Humboldt,5189
President/Vice President,Over Votes,,Humboldt,9
President/Vice President,Under Votes,,Humboldt,22
President/Vice President,Write-In,,Humboldt,29
President/Vice President,Jerry Litzel,Nominated by Petition,Humboldt,7
President/Vice President,James Harris,Socialist Workers Party,Humboldt,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Humboldt,2
President/Vice President,Gary Johnson,Libertarian,Humboldt,23
President/Vice President,Jill Stein,Iowa Green Party,Humboldt,13
President/Vice President,Virgil Goode,Constitution,Humboldt,11
President/Vice President,Barack Obama,Democratic,Humboldt,1972
President/Vice President,Mitt Romney,Republican,Humboldt,3099
President/Vice President,Total,,Ida,3688
President/Vice President,Over Votes,,Ida,1
President/Vice President,Under Votes,,Ida,24
President/Vice President,Write-In,,Ida,21
President/Vice President,Jerry Litzel,Nominated by Petition,Ida,2
President/Vice President,James Harris,Socialist Workers Party,Ida,3
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Ida,0
President/Vice President,Gary Johnson,Libertarian,Ida,14
President/Vice President,Jill Stein,Iowa Green Party,Ida,9
President/Vice President,Virgil Goode,Constitution,Ida,7
President/Vice President,Barack Obama,Democratic,Ida,1321
President/Vice President,Mitt Romney,Republican,Ida,2286
President/Vice President,Total,,Iowa,8901
President/Vice President,Over Votes,,Iowa,9
President/Vice President,Under Votes,,Iowa,26
President/Vice President,Write-In,,Iowa,34
President/Vice President,Jerry Litzel,Nominated by Petition,Iowa,6
President/Vice President,James Harris,Socialist Workers Party,Iowa,3
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Iowa,3
President/Vice President,Gary Johnson,Libertarian,Iowa,52
President/Vice President,Jill Stein,Iowa Green Party,Iowa,27
President/Vice President,Virgil Goode,Constitution,Iowa,28
President/Vice President,Barack Obama,Democratic,Iowa,4144
President/Vice President,Mitt Romney,Republican,Iowa,4569
President/Vice President,Total,,Jasper,19606
President/Vice President,Over Votes,,Jasper,20
President/Vice President,Under Votes,,Jasper,71
President/Vice President,Write-In,,Jasper,103
President/Vice President,Jerry Litzel,Nominated by Petition,Jasper,23
President/Vice President,James Harris,Socialist Workers Party,Jasper,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Jasper,3
President/Vice President,Gary Johnson,Libertarian,Jasper,149
President/Vice President,Jill Stein,Iowa Green Party,Jasper,42
President/Vice President,Virgil Goode,Constitution,Jasper,59
President/Vice President,Barack Obama,Democratic,Jasper,10257
President/Vice President,Mitt Romney,Republican,Jasper,8877
President/Vice President,Total,,Jefferson,8584
President/Vice President,Over Votes,,Jefferson,13
President/Vice President,Under Votes,,Jefferson,41
President/Vice President,Write-In,,Jefferson,91
President/Vice President,Jerry Litzel,Nominated by Petition,Jefferson,3
President/Vice President,James Harris,Socialist Workers Party,Jefferson,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Jefferson,3
President/Vice President,Gary Johnson,Libertarian,Jefferson,126
President/Vice President,Jill Stein,Iowa Green Party,Jefferson,59
President/Vice President,Virgil Goode,Constitution,Jefferson,12
President/Vice President,Barack Obama,Democratic,Jefferson,4798
President/Vice President,Mitt Romney,Republican,Jefferson,3436
President/Vice President,Total,,Johnson,76199
President/Vice President,Over Votes,,Johnson,107
President/Vice President,Under Votes,,Johnson,115
President/Vice President,Write-In,,Johnson,320
President/Vice President,Jerry Litzel,Nominated by Petition,Johnson,26
President/Vice President,James Harris,Socialist Workers Party,Johnson,11
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Johnson,10
President/Vice President,Gary Johnson,Libertarian,Johnson,846
President/Vice President,Jill Stein,Iowa Green Party,Johnson,333
President/Vice President,Virgil Goode,Constitution,Johnson,67
President/Vice President,Barack Obama,Democratic,Johnson,50666
President/Vice President,Mitt Romney,Republican,Johnson,23698
President/Vice President,Total,,Jones,10492
President/Vice President,Over Votes,,Jones,8
President/Vice President,Under Votes,,Jones,35
President/Vice President,Write-In,,Jones,49
President/Vice President,Jerry Litzel,Nominated by Petition,Jones,5
President/Vice President,James Harris,Socialist Workers Party,Jones,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Jones,0
President/Vice President,Gary Johnson,Libertarian,Jones,83
President/Vice President,Jill Stein,Iowa Green Party,Jones,23
President/Vice President,Virgil Goode,Constitution,Jones,32
President/Vice President,Barack Obama,Democratic,Jones,5534
President/Vice President,Mitt Romney,Republican,Jones,4721
President/Vice President,Total,,Keokuk,5324
President/Vice President,Over Votes,,Keokuk,10
President/Vice President,Under Votes,,Keokuk,48
President/Vice President,Write-In,,Keokuk,35
President/Vice President,Jerry Litzel,Nominated by Petition,Keokuk,7
President/Vice President,James Harris,Socialist Workers Party,Keokuk,1
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Keokuk,3
President/Vice President,Gary Johnson,Libertarian,Keokuk,36
President/Vice President,Jill Stein,Iowa Green Party,Keokuk,21
President/Vice President,Virgil Goode,Constitution,Keokuk,17
President/Vice President,Barack Obama,Democratic,Keokuk,2303
President/Vice President,Mitt Romney,Republican,Keokuk,2843
President/Vice President,Total,,Kossuth,8987
President/Vice President,Over Votes,,Kossuth,14
President/Vice President,Under Votes,,Kossuth,50
President/Vice President,Write-In,,Kossuth,39
President/Vice President,Jerry Litzel,Nominated by Petition,Kossuth,9
President/Vice President,James Harris,Socialist Workers Party,Kossuth,3
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Kossuth,3
President/Vice President,Gary Johnson,Libertarian,Kossuth,43
President/Vice President,Jill Stein,Iowa Green Party,Kossuth,22
President/Vice President,Virgil Goode,Constitution,Kossuth,17
President/Vice President,Barack Obama,Democratic,Kossuth,3850
President/Vice President,Mitt Romney,Republican,Kossuth,4937
President/Vice President,Total,,Lee,19091
President/Vice President,Over Votes,,Lee,31
President/Vice President,Under Votes,,Lee,149
President/Vice President,Write-In,,Lee,116
President/Vice President,Jerry Litzel,Nominated by Petition,Lee,18
President/Vice President,James Harris,Socialist Workers Party,Lee,6
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Lee,6
President/Vice President,Gary Johnson,Libertarian,Lee,161
President/Vice President,Jill Stein,Iowa Green Party,Lee,50
President/Vice President,Virgil Goode,Constitution,Lee,55
President/Vice President,Barack Obama,Democratic,Lee,10714
President/Vice President,Mitt Romney,Republican,Lee,7785
President/Vice President,Total,,Linn,118711
President/Vice President,Over Votes,,Linn,54
President/Vice President,Under Votes,,Linn,204
President/Vice President,Write-In,,Linn,576
President/Vice President,Jerry Litzel,Nominated by Petition,Linn,46
President/Vice President,James Harris,Socialist Workers Party,Linn,12
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Linn,17
President/Vice President,Gary Johnson,Libertarian,Linn,1230
President/Vice President,Jill Stein,Iowa Green Party,Linn,221
President/Vice President,Virgil Goode,Constitution,Linn,148
President/Vice President,Barack Obama,Democratic,Linn,68581
President/Vice President,Mitt Romney,Republican,Linn,47622
President/Vice President,Total,,Louisa,5008
President/Vice President,Over Votes,,Louisa,16
President/Vice President,Under Votes,,Louisa,24
President/Vice President,Write-In,,Louisa,39
President/Vice President,Jerry Litzel,Nominated by Petition,Louisa,4
President/Vice President,James Harris,Socialist Workers Party,Louisa,1
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Louisa,0
President/Vice President,Gary Johnson,Libertarian,Louisa,20
President/Vice President,Jill Stein,Iowa Green Party,Louisa,11
President/Vice President,Virgil Goode,Constitution,Louisa,21
President/Vice President,Barack Obama,Democratic,Louisa,2452
President/Vice President,Mitt Romney,Republican,Louisa,2420
President/Vice President,Total,,Lucas,4364
President/Vice President,Over Votes,,Lucas,10
President/Vice President,Under Votes,,Lucas,31
President/Vice President,Write-In,,Lucas,34
President/Vice President,Jerry Litzel,Nominated by Petition,Lucas,4
President/Vice President,James Harris,Socialist Workers Party,Lucas,1
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Lucas,1
President/Vice President,Gary Johnson,Libertarian,Lucas,20
President/Vice President,Jill Stein,Iowa Green Party,Lucas,4
President/Vice President,Virgil Goode,Constitution,Lucas,18
President/Vice President,Barack Obama,Democratic,Lucas,1987
President/Vice President,Mitt Romney,Republican,Lucas,2254
President/Vice President,Total,,Lyon,6581
President/Vice President,Over Votes,,Lyon,9
President/Vice President,Under Votes,,Lyon,63
President/Vice President,Write-In,,Lyon,23
President/Vice President,Jerry Litzel,Nominated by Petition,Lyon,6
President/Vice President,James Harris,Socialist Workers Party,Lyon,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Lyon,1
President/Vice President,Gary Johnson,Libertarian,Lyon,39
President/Vice President,Jill Stein,Iowa Green Party,Lyon,14
President/Vice President,Virgil Goode,Constitution,Lyon,23
President/Vice President,Barack Obama,Democratic,Lyon,1423
President/Vice President,Mitt Romney,Republican,Lyon,4978
President/Vice President,Total,,Mahaska,10951
President/Vice President,Over Votes,,Mahaska,20
President/Vice President,Under Votes,,Mahaska,48
President/Vice President,Write-In,,Mahaska,71
President/Vice President,Jerry Litzel,Nominated by Petition,Mahaska,5
President/Vice President,James Harris,Socialist Workers Party,Mahaska,1
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Mahaska,5
President/Vice President,Gary Johnson,Libertarian,Mahaska,82
President/Vice President,Jill Stein,Iowa Green Party,Mahaska,28
President/Vice President,Virgil Goode,Constitution,Mahaska,30
President/Vice President,Barack Obama,Democratic,Mahaska,4213
President/Vice President,Mitt Romney,Republican,Mahaska,6448
President/Vice President,Total,,Marion,17752
President/Vice President,Over Votes,,Marion,5
President/Vice President,Under Votes,,Marion,60
President/Vice President,Write-In,,Marion,104
President/Vice President,Jerry Litzel,Nominated by Petition,Marion,9
President/Vice President,James Harris,Socialist Workers Party,Marion,7
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Marion,10
President/Vice President,Gary Johnson,Libertarian,Marion,149
President/Vice President,Jill Stein,Iowa Green Party,Marion,30
President/Vice President,Virgil Goode,Constitution,Marion,43
President/Vice President,Barack Obama,Democratic,Marion,7507
President/Vice President,Mitt Romney,Republican,Marion,9828
President/Vice President,Total,,Marshall,19192
President/Vice President,Over Votes,,Marshall,58
President/Vice President,Under Votes,,Marshall,70
President/Vice President,Write-In,,Marshall,100
President/Vice President,Jerry Litzel,Nominated by Petition,Marshall,22
President/Vice President,James Harris,Socialist Workers Party,Marshall,4
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Marshall,6
President/Vice President,Gary Johnson,Libertarian,Marshall,116
President/Vice President,Jill Stein,Iowa Green Party,Marshall,31
President/Vice President,Virgil Goode,Constitution,Marshall,56
President/Vice President,Barack Obama,Democratic,Marshall,10257
President/Vice President,Mitt Romney,Republican,Marshall,8472
President/Vice President,Total,,Mills,7245
President/Vice President,Over Votes,,Mills,0
President/Vice President,Under Votes,,Mills,33
President/Vice President,Write-In,,Mills,32
President/Vice President,Jerry Litzel,Nominated by Petition,Mills,6
President/Vice President,James Harris,Socialist Workers Party,Mills,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Mills,7
President/Vice President,Gary Johnson,Libertarian,Mills,68
President/Vice President,Jill Stein,Iowa Green Party,Mills,19
President/Vice President,Virgil Goode,Constitution,Mills,14
President/Vice President,Barack Obama,Democratic,Mills,2848
President/Vice President,Mitt Romney,Republican,Mills,4216
President/Vice President,Total,,Mitchell,5636
President/Vice President,Over Votes,,Mitchell,4
President/Vice President,Under Votes,,Mitchell,46
President/Vice President,Write-In,,Mitchell,40
President/Vice President,Jerry Litzel,Nominated by Petition,Mitchell,6
President/Vice President,James Harris,Socialist Workers Party,Mitchell,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Mitchell,2
President/Vice President,Gary Johnson,Libertarian,Mitchell,40
President/Vice President,Jill Stein,Iowa Green Party,Mitchell,17
President/Vice President,Virgil Goode,Constitution,Mitchell,5
President/Vice President,Barack Obama,Democratic,Mitchell,2831
President/Vice President,Mitt Romney,Republican,Mitchell,2643
President/Vice President,Total,,Monona,4779
President/Vice President,Over Votes,,Monona,1
President/Vice President,Under Votes,,Monona,36
President/Vice President,Write-In,,Monona,29
President/Vice President,Jerry Litzel,Nominated by Petition,Monona,3
President/Vice President,James Harris,Socialist Workers Party,Monona,1
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Monona,3
President/Vice President,Gary Johnson,Libertarian,Monona,29
President/Vice President,Jill Stein,Iowa Green Party,Monona,10
President/Vice President,Virgil Goode,Constitution,Monona,9
President/Vice President,Barack Obama,Democratic,Monona,2101
President/Vice President,Mitt Romney,Republican,Monona,2557
President/Vice President,Total,,Monroe,3863
President/Vice President,Over Votes,,Monroe,6
President/Vice President,Under Votes,,Monroe,27
President/Vice President,Write-In,,Monroe,21
President/Vice President,Jerry Litzel,Nominated by Petition,Monroe,4
President/Vice President,James Harris,Socialist Workers Party,Monroe,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Monroe,2
President/Vice President,Gary Johnson,Libertarian,Monroe,22
President/Vice President,Jill Stein,Iowa Green Party,Monroe,5
President/Vice President,Virgil Goode,Constitution,Monroe,17
President/Vice President,Barack Obama,Democratic,Monroe,1731
President/Vice President,Mitt Romney,Republican,Monroe,2026
President/Vice President,Total,,Montgomery,5058
President/Vice President,Over Votes,,Montgomery,4
President/Vice President,Under Votes,,Montgomery,29
President/Vice President,Write-In,,Montgomery,20
President/Vice President,Jerry Litzel,Nominated by Petition,Montgomery,8
President/Vice President,James Harris,Socialist Workers Party,Montgomery,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Montgomery,1
President/Vice President,Gary Johnson,Libertarian,Montgomery,42
President/Vice President,Jill Stein,Iowa Green Party,Montgomery,18
President/Vice President,Virgil Goode,Constitution,Montgomery,11
President/Vice President,Barack Obama,Democratic,Montgomery,1922
President/Vice President,Mitt Romney,Republican,Montgomery,3001
President/Vice President,Total,,Muscatine,19936
President/Vice President,Over Votes,,Muscatine,30
President/Vice President,Under Votes,,Muscatine,41
President/Vice President,Write-In,,Muscatine,87
President/Vice President,Jerry Litzel,Nominated by Petition,Muscatine,11
President/Vice President,James Harris,Socialist Workers Party,Muscatine,6
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Muscatine,3
President/Vice President,Gary Johnson,Libertarian,Muscatine,177
President/Vice President,Jill Stein,Iowa Green Party,Muscatine,48
President/Vice President,Virgil Goode,Constitution,Muscatine,42
President/Vice President,Barack Obama,Democratic,Muscatine,11323
President/Vice President,Mitt Romney,Republican,Muscatine,8168
President/Vice President,Total,,Osceola,3218
President/Vice President,Over Votes,,Osceola,0
President/Vice President,Under Votes,,Osceola,24
President/Vice President,Write-In,,Osceola,7
President/Vice President,Jerry Litzel,Nominated by Petition,Osceola,3
President/Vice President,James Harris,Socialist Workers Party,Osceola,4
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Osceola,1
President/Vice President,Gary Johnson,Libertarian,Osceola,16
President/Vice President,Jill Stein,Iowa Green Party,Osceola,9
President/Vice President,Virgil Goode,Constitution,Osceola,12
President/Vice President,Barack Obama,Democratic,Osceola,912
President/Vice President,Mitt Romney,Republican,Osceola,2230
President/Vice President,Total,,O'Brien,7367
President/Vice President,Over Votes,,O'Brien,3
President/Vice President,Under Votes,,O'Brien,23
President/Vice President,Write-In,,O'Brien,34
President/Vice President,Jerry Litzel,Nominated by Petition,O'Brien,2
President/Vice President,James Harris,Socialist Workers Party,O'Brien,6
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,O'Brien,3
President/Vice President,Gary Johnson,Libertarian,O'Brien,33
President/Vice President,Jill Stein,Iowa Green Party,O'Brien,10
President/Vice President,Virgil Goode,Constitution,O'Brien,18
President/Vice President,Barack Obama,Democratic,O'Brien,1969
President/Vice President,Mitt Romney,Republican,O'Brien,5266
President/Vice President,Total,,Palo Alto,4929
President/Vice President,Over Votes,,Palo Alto,3
President/Vice President,Under Votes,,Palo Alto,39
President/Vice President,Write-In,,Palo Alto,18
President/Vice President,Jerry Litzel,Nominated by Petition,Palo Alto,3
President/Vice President,James Harris,Socialist Workers Party,Palo Alto,5
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Palo Alto,5
President/Vice President,Gary Johnson,Libertarian,Palo Alto,28
President/Vice President,Jill Stein,Iowa Green Party,Palo Alto,17
President/Vice President,Virgil Goode,Constitution,Palo Alto,12
President/Vice President,Barack Obama,Democratic,Palo Alto,2139
President/Vice President,Mitt Romney,Republican,Palo Alto,2660
President/Vice President,Total,,Plymouth,12999
President/Vice President,Over Votes,,Plymouth,13
President/Vice President,Under Votes,,Plymouth,36
President/Vice President,Write-In,,Plymouth,45
President/Vice President,Jerry Litzel,Nominated by Petition,Plymouth,4
President/Vice President,James Harris,Socialist Workers Party,Plymouth,7
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Plymouth,1
President/Vice President,Gary Johnson,Libertarian,Plymouth,89
President/Vice President,Jill Stein,Iowa Green Party,Plymouth,29
President/Vice President,Virgil Goode,Constitution,Plymouth,14
President/Vice President,Barack Obama,Democratic,Plymouth,4164
President/Vice President,Mitt Romney,Republican,Plymouth,8597
President/Vice President,Total,,Pocahontas,4069
President/Vice President,Over Votes,,Pocahontas,6
President/Vice President,Under Votes,,Pocahontas,31
President/Vice President,Write-In,,Pocahontas,26
President/Vice President,Jerry Litzel,Nominated by Petition,Pocahontas,9
President/Vice President,James Harris,Socialist Workers Party,Pocahontas,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Pocahontas,2
President/Vice President,Gary Johnson,Libertarian,Pocahontas,47
President/Vice President,Jill Stein,Iowa Green Party,Pocahontas,16
President/Vice President,Virgil Goode,Constitution,Pocahontas,11
President/Vice President,Barack Obama,Democratic,Pocahontas,1523
President/Vice President,Mitt Romney,Republican,Pocahontas,2396
President/Vice President,Total,,Polk,230056
President/Vice President,Over Votes,,Polk,692
President/Vice President,Under Votes,,Polk,482
President/Vice President,Write-In,,Polk,1046
President/Vice President,Jerry Litzel,Nominated by Petition,Polk,132
President/Vice President,James Harris,Socialist Workers Party,Polk,57
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Polk,38
President/Vice President,Gary Johnson,Libertarian,Polk,2183
President/Vice President,Jill Stein,Iowa Green Party,Polk,479
President/Vice President,Virgil Goode,Constitution,Polk,386
President/Vice President,Barack Obama,Democratic,Polk,128465
President/Vice President,Mitt Romney,Republican,Polk,96096
President/Vice President,Total,,Pottawattamie,42473
President/Vice President,Over Votes,,Pottawattamie,45
President/Vice President,Under Votes,,Pottawattamie,127
President/Vice President,Write-In,,Pottawattamie,212
President/Vice President,Jerry Litzel,Nominated by Petition,Pottawattamie,27
President/Vice President,James Harris,Socialist Workers Party,Pottawattamie,6
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Pottawattamie,13
President/Vice President,Gary Johnson,Libertarian,Pottawattamie,328
President/Vice President,Jill Stein,Iowa Green Party,Pottawattamie,122
President/Vice President,Virgil Goode,Constitution,Pottawattamie,89
President/Vice President,Barack Obama,Democratic,Pottawattamie,19644
President/Vice President,Mitt Romney,Republican,Pottawattamie,21860
President/Vice President,Total,,Poweshiek,10035
President/Vice President,Over Votes,,Poweshiek,11
President/Vice President,Under Votes,,Poweshiek,49
President/Vice President,Write-In,,Poweshiek,49
President/Vice President,Jerry Litzel,Nominated by Petition,Poweshiek,7
President/Vice President,James Harris,Socialist Workers Party,Poweshiek,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Poweshiek,2
President/Vice President,Gary Johnson,Libertarian,Poweshiek,79
President/Vice President,Jill Stein,Iowa Green Party,Poweshiek,31
President/Vice President,Virgil Goode,Constitution,Poweshiek,24
President/Vice President,Barack Obama,Democratic,Poweshiek,5357
President/Vice President,Mitt Romney,Republican,Poweshiek,4424
President/Vice President,Total,,Ringgold,2619
President/Vice President,Over Votes,,Ringgold,1
President/Vice President,Under Votes,,Ringgold,19
President/Vice President,Write-In,,Ringgold,13
President/Vice President,Jerry Litzel,Nominated by Petition,Ringgold,2
President/Vice President,James Harris,Socialist Workers Party,Ringgold,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Ringgold,2
President/Vice President,Gary Johnson,Libertarian,Ringgold,12
President/Vice President,Jill Stein,Iowa Green Party,Ringgold,6
President/Vice President,Virgil Goode,Constitution,Ringgold,8
President/Vice President,Barack Obama,Democratic,Ringgold,1186
President/Vice President,Mitt Romney,Republican,Ringgold,1368
President/Vice President,Total,,Sac,5322
President/Vice President,Over Votes,,Sac,7
President/Vice President,Under Votes,,Sac,24
President/Vice President,Write-In,,Sac,22
President/Vice President,Jerry Litzel,Nominated by Petition,Sac,0
President/Vice President,James Harris,Socialist Workers Party,Sac,1
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Sac,1
President/Vice President,Gary Johnson,Libertarian,Sac,26
President/Vice President,Jill Stein,Iowa Green Party,Sac,12
President/Vice President,Virgil Goode,Constitution,Sac,13
President/Vice President,Barack Obama,Democratic,Sac,2122
President/Vice President,Mitt Romney,Republican,Sac,3094
President/Vice President,Total,,Scott,90503
President/Vice President,Over Votes,,Scott,88
President/Vice President,Under Votes,,Scott,152
President/Vice President,Write-In,,Scott,336
President/Vice President,Jerry Litzel,Nominated by Petition,Scott,27
President/Vice President,James Harris,Socialist Workers Party,Scott,4
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Scott,28
President/Vice President,Gary Johnson,Libertarian,Scott,702
President/Vice President,Jill Stein,Iowa Green Party,Scott,165
President/Vice President,Virgil Goode,Constitution,Scott,98
President/Vice President,Barack Obama,Democratic,Scott,50652
President/Vice President,Mitt Romney,Republican,Scott,38251
President/Vice President,Total,,Shelby,6548
President/Vice President,Over Votes,,Shelby,13
President/Vice President,Under Votes,,Shelby,52
President/Vice President,Write-In,,Shelby,18
President/Vice President,Jerry Litzel,Nominated by Petition,Shelby,1
President/Vice President,James Harris,Socialist Workers Party,Shelby,2
President/Vice President,Gloria LaRiva,Party for Socialism and Liberation,Shelby,3
President/Vice President,Gary Johnson,Libertarian,Shelby,56
President/Vice President,Jill Stein,Iowa Green Party,Shelby,12
President/Vice President,Virgil Goode,Constitution,Shelby,11
President/Vice President,Barack Obama,Democratic,Shelby,2469
President/Vice President,Mitt Romney,Republican,Shelby,3911
President/Vice President,Total,,Sioux,17354
President/Vice President,Over Votes,,Sioux,10
President/Vice President,Under Votes,,Sioux,36
President/Vice President,Write-In,,Sioux,63
President/Vice President,Jerry Litzel,Nominated by Petition,Sioux,1
President/Vice President,James Harris,Socialist Workers Party,Sioux,1
