county,precinct,office,district,candidate,party,votes,absentee,election_day
Plymouth,Le Mars Convention Center 3,U.S. House,4,Ryan Melton,DEM,189,74,115
Plymouth,Courthouse Annex,U.S. House,4,Ryan Melton,DEM,95,48,47
Plymouth,Remsen Public Library,U.S. House,4,Ryan Melton,DEM,113,61,52
Plymouth,Brunsville Legion Club,U.S. House,4,Ryan Melton,DEM,67,33,34
Plymouth,Kissinger Community Center,U.S. House,4,Ryan Melton,DEM,97,36,61
Plymouth,Perry Township Hall,U.S. House,4,Ryan Melton,DEM,164,76,88
Plymouth,Hinton Community Center,U.S. House,4,Ryan Melton,DEM,153,56,97
Plymouth,Kingsley Community Center,U.S. House,4,Ryan Melton,DEM,139,38,101
Plymouth,Wesley United Methodist Church,U.S. House,4,Ryan Melton,DEM,194,44,150
Plymouth,Le Mars Convention Center 1,U.S. House,4,Randy Feenstra,REP,740,261,479
Plymouth,Le Mars Convention Center 2,U.S. House,4,Randy Feenstra,REP,1071,371,700
Plymouth,Le Mars Convention Center 3,U.S. House,4,Randy Feenstra,REP,567,147,420
Plymouth,Courthouse Annex,U.S. House,4,Randy Feenstra,REP,679,193,486
Plymouth,Remsen Public Library,U.S. House,4,Randy Feenstra,REP,755,155,600
Plymouth,Brunsville Legion Club,U.S. House,4,Randy Feenstra,REP,543,106,437
Plymouth,Kissinger Community Center,U.S. House,4,Randy Feenstra,REP,589,93,496
Plymouth,Perry Township Hall,U.S. House,4,Randy Feenstra,REP,606,131,475
Plymouth,Hinton Community Center,U.S. House,4,Randy Feenstra,REP,734,105,629
Plymouth,Kingsley Community Center,U.S. House,4,Randy Feenstra,REP,707,97,610
Plymouth,Wesley United Methodist Church,U.S. House,4,Randy Feenstra,REP,743,79,664
Plymouth,Le Mars Convention Center 1,U.S. House,4,Bryan Jack Holder,LBC,17,4,13
Plymouth,Le Mars Convention Center 2,U.S. House,4,Bryan Jack Holder,LBC,7,0,7
Plymouth,Le Mars Convention Center 3,U.S. House,4,Bryan Jack Holder,LBC,13,2,11
Plymouth,Courthouse Annex,U.S. House,4,Bryan Jack Holder,LBC,7,3,4
Plymouth,Remsen Public Library,U.S. House,4,Bryan Jack Holder,LBC,6,1,5
Plymouth,Brunsville Legion Club,U.S. House,4,Bryan Jack Holder,LBC,7,1,6
Plymouth,Kissinger Community Center,U.S. House,4,Bryan Jack Holder,LBC,16,2,14
Plymouth,Perry Township Hall,U.S. House,4,Bryan Jack Holder,LBC,16,2,14
Plymouth,Hinton Community Center,U.S. House,4,Bryan Jack Holder,LBC,13,1,12
Plymouth,Kingsley Community Center,U.S. House,4,Bryan Jack Holder,LBC,16,0,16
Plymouth,Wesley United Methodist Church,U.S. House,4,Bryan Jack Holder,LBC,18,1,17
Plymouth,Le Mars Convention Center 1,U.S. House,4,Write-in,,0,0,0
Plymouth,Le Mars Convention Center 2,U.S. House,4,Write-in,,0,0,0
Plymouth,Le Mars Convention Center 3,U.S. House,4,Write-in,,1,0,1
Plymouth,Courthouse Annex,U.S. House,4,Write-in,,1,0,1
Plymouth,Remsen Public Library,U.S. House,4,Write-in,,0,0,0
Plymouth,Brunsville Legion Club,U.S. House,4,Write-in,,0,0,0
Plymouth,Kissinger Community Center,U.S. House,4,Write-in,,1,1,0
Plymouth,Perry Township Hall,U.S. House,4,Write-in,,0,0,0
Plymouth,Hinton Community Center,U.S. House,4,Write-in,,0,0,0
Plymouth,Kingsley Community Center,U.S. House,4,Write-in,,1,0,1
Plymouth,Wesley United Methodist Church,U.S. House,4,Write-in,,1,0,1
Plymouth,Le Mars Convention Center 1,Governor,,Deidre DeJear and Eric Van Lancker,DEM,213,105,108
Plymouth,Le Mars Convention Center 2,Governor,,Deidre DeJear and Eric Van Lancker,DEM,297,141,156
Plymouth,Le Mars Convention Center 3,Governor,,Deidre DeJear and Eric Van Lancker,DEM,169,66,103
Plymouth,Courthouse Annex,Governor,,Deidre DeJear and Eric Van Lancker,DEM,83,44,39
Plymouth,Remsen Public Library,Governor,,Deidre DeJear and Eric Van Lancker,DEM,106,54,52
Plymouth,Brunsville Legion Club,Governor,,Deidre DeJear and Eric Van Lancker,DEM,70,35,35
Plymouth,Kissinger Community Center,Governor,,Deidre DeJear and Eric Van Lancker,DEM,103,40,63
Plymouth,Perry Township Hall,Governor,,Deidre DeJear and Eric Van Lancker,DEM,144,69,75
Plymouth,Hinton Community Center,Governor,,Deidre DeJear and Eric Van Lancker,DEM,144,52,92
Plymouth,Kingsley Community Center,Governor,,Deidre DeJear and Eric Van Lancker,DEM,135,34,101
Plymouth,Wesley United Methodist Church,Governor,,Deidre DeJear and Eric Van Lancker,DEM,179,41,138
Plymouth,Le Mars Convention Center 1,Governor,,Kim Reynolds and Adam Gregg,REP,789,288,501
Plymouth,Le Mars Convention Center 2,Governor,,Kim Reynolds and Adam Gregg,REP,1113,390,723
Plymouth,Le Mars Convention Center 3,Governor,,Kim Reynolds and Adam Gregg,REP,598,156,442
Plymouth,Courthouse Annex,Governor,,Kim Reynolds and Adam Gregg,REP,699,198,501
Plymouth,Remsen Public Library,Governor,,Kim Reynolds and Adam Gregg,REP,783,166,617
Plymouth,Brunsville Legion Club,Governor,,Kim Reynolds and Adam Gregg,REP,538,104,434
Plymouth,Kissinger Community Center,Governor,,Kim Reynolds and Adam Gregg,REP,606,98,508
Plymouth,Perry Township Hall,Governor,,Kim Reynolds and Adam Gregg,REP,643,143,500
Plymouth,Hinton Community Center,Governor,,Kim Reynolds and Adam Gregg,REP,756,115,641
Plymouth,Kingsley Community Center,Governor,,Kim Reynolds and Adam Gregg,REP,731,107,624
Plymouth,Wesley United Methodist Church,Governor,,Kim Reynolds and Adam Gregg,REP,771,83,688
Plymouth,Le Mars Convention Center 1,Governor,,Rick Stewart and Marco Battaglia,LIB,20,5,15
Plymouth,Le Mars Convention Center 2,Governor,,Rick Stewart and Marco Battaglia,LIB,24,10,14
Plymouth,Le Mars Convention Center 3,Governor,,Rick Stewart and Marco Battaglia,LIB,16,7,9
Plymouth,Courthouse Annex,Governor,,Rick Stewart and Marco Battaglia,LIB,9,3,6
Plymouth,Remsen Public Library,Governor,,Rick Stewart and Marco Battaglia,LIB,11,5,6
Plymouth,Brunsville Legion Club,Governor,,Rick Stewart and Marco Battaglia,LIB,13,1,12
Plymouth,Kissinger Community Center,Governor,,Rick Stewart and Marco Battaglia,LIB,8,1,7
Plymouth,Perry Township Hall,Governor,,Rick Stewart and Marco Battaglia,LIB,13,4,9
Plymouth,Hinton Community Center,Governor,,Rick Stewart and Marco Battaglia,LIB,11,1,10
Plymouth,Kingsley Community Center,Governor,,Rick Stewart and Marco Battaglia,LIB,10,0,10
Plymouth,Wesley United Methodist Church,Governor,,Rick Stewart and Marco Battaglia,LIB,17,1,16
Plymouth,Le Mars Convention Center 1,Governor,,Write-in,,0,0,0
Plymouth,Le Mars Convention Center 2,Governor,,Write-in,,0,0,0
Plymouth,Le Mars Convention Center 3,Governor,,Write-in,,0,0,0
Plymouth,Courthouse Annex,Governor,,Write-in,,1,1,0
Plymouth,Remsen Public Library,Governor,,Write-in,,0,0,0
Plymouth,Brunsville Legion Club,Governor,,Write-in,,0,0,0
Plymouth,Kissinger Community Center,Governor,,Write-in,,0,0,0
Plymouth,Perry Township Hall,Governor,,Write-in,,0,0,0
Plymouth,Hinton Community Center,Governor,,Write-in,,0,0,0
Plymouth,Kingsley Community Center,Governor,,Write-in,,0,0,0
Plymouth,Wesley United Methodist Church,Governor,,Write-in,,0,0,0
Plymouth,Le Mars Convention Center 1,Secretary of State,,Joel Miller,DEM,238,117,121
Plymouth,Le Mars Convention Center 2,Secretary of State,,Joel Miller,DEM,336,150,186
Plymouth,Le Mars Convention Center 3,Secretary of State,,Joel Miller,DEM,203,75,128
Plymouth,Courthouse Annex,Secretary of State,,Joel Miller,DEM,98,49,49
Plymouth,Remsen Public Library,Secretary of State,,Joel Miller,DEM,130,65,65
Plymouth,Brunsville Legion Club,Secretary of State,,Joel Miller,DEM,85,36,49
Plymouth,Kissinger Community Center,Secretary of State,,Joel Miller,DEM,126,39,87
Plymouth,Perry Township Hall,Secretary of State,,Joel Miller,DEM,167,76,91
Plymouth,Hinton Community Center,Secretary of State,,Joel Miller,DEM,168,54,114
Plymouth,Kingsley Community Center,Secretary of State,,Joel Miller,DEM,153,34,119
Plymouth,Wesley United Methodist Church,Secretary of State,,Joel Miller,DEM,231,46,185
Plymouth,Le Mars Convention Center 1,Secretary of State,,Paul D. Pate,REP,750,268,482
Plymouth,Le Mars Convention Center 2,Secretary of State,,Paul D. Pate,REP,1062,377,685
Plymouth,Le Mars Convention Center 3,Secretary of State,,Paul D. Pate,REP,558,148,410
Plymouth,Courthouse Annex,Secretary of State,,Paul D. Pate,REP,683,192,491
Plymouth,Remsen Public Library,Secretary of State,,Paul D. Pate,REP,743,151,592
Plymouth,Brunsville Legion Club,Secretary of State,,Paul D. Pate,REP,525,103,422
Plymouth,Kissinger Community Center,Secretary of State,,Paul D. Pate,REP,570,90,480
Plymouth,Perry Township Hall,Secretary of State,,Paul D. Pate,REP,615,137,478
Plymouth,Hinton Community Center,Secretary of State,,Paul D. Pate,REP,728,107,621
Plymouth,Kingsley Community Center,Secretary of State,,Paul D. Pate,REP,714,103,611
Plymouth,Wesley United Methodist Church,Secretary of State,,Paul D. Pate,REP,720,77,643
Plymouth,Le Mars Convention Center 1,Secretary of State,,Write-in,,0,0,0
Plymouth,Le Mars Convention Center 2,Secretary of State,,Write-in,,1,1,0
Plymouth,Le Mars Convention Center 3,Secretary of State,,Write-in,,2,0,2
Plymouth,Courthouse Annex,Secretary of State,,Write-in,,0,0,0
Plymouth,Remsen Public Library,Secretary of State,,Write-in,,0,0,0
Plymouth,Brunsville Legion Club,Secretary of State,,Write-in,,0,0,0
Plymouth,Kissinger Community Center,Secretary of State,,Write-in,,0,0,0
Plymouth,Perry Township Hall,Secretary of State,,Write-in,,0,0,0
Plymouth,Hinton Community Center,Secretary of State,,Write-in,,0,0,0
Plymouth,Kingsley Community Center,Secretary of State,,Write-in,,0,0,0
Plymouth,Wesley United Methodist Church,Secretary of State,,Write-in,,0,0,0
Plymouth,Le Mars Convention Center 1,Attorney General,,Tom Miller,DEM,336,166,170
Plymouth,Le Mars Convention Center 2,Attorney General,,Tom Miller,DEM,440,208,232
Plymouth,Le Mars Convention Center 3,Attorney General,,Tom Miller,DEM,260,110,150
Plymouth,Courthouse Annex,Attorney General,,Tom Miller,DEM,170,91,79
Plymouth,Remsen Public Library,Attorney General,,Tom Miller,DEM,207,85,122
Plymouth,Brunsville Legion Club,Attorney General,,Tom Miller,DEM,135,54,81
Plymouth,Kissinger Community Center,Attorney General,,Tom Miller,DEM,178,49,129
Plymouth,Perry Township Hall,Attorney General,,Tom Miller,DEM,212,83,129
Plymouth,Hinton Community Center,Attorney General,,Tom Miller,DEM,224,68,156
Plymouth,Kingsley Community Center,Attorney General,,Tom Miller,DEM,218,51,167
Plymouth,Wesley United Methodist Church,Attorney General,,Tom Miller,DEM,278,50,228
Plymouth,Le Mars Convention Center 1,Attorney General,,Brenna Bird,REP,655,216,439
Plymouth,Le Mars Convention Center 2,Attorney General,,Brenna Bird,REP,945,318,627
Plymouth,Le Mars Convention Center 3,Attorney General,,Brenna Bird,REP,505,117,388
Plymouth,Courthouse Annex,Attorney General,,Brenna Bird,REP,593,146,447
Plymouth,Remsen Public Library,Attorney General,,Brenna Bird,REP,660,134,526
Plymouth,Brunsville Legion Club,Attorney General,,Brenna Bird,REP,479,88,391
Plymouth,Kissinger Community Center,Attorney General,,Brenna Bird,REP,522,84,438
Plymouth,Perry Township Hall,Attorney General,,Brenna Bird,REP,565,130,435
Plymouth,Hinton Community Center,Attorney General,,Brenna Bird,REP,668,96,572
Plymouth,Kingsley Community Center,Attorney General,,Brenna Bird,REP,636,85,551
Plymouth,Wesley United Methodist Church,Attorney General,,Brenna Bird,REP,663,73,590
Plymouth,Le Mars Convention Center 1,Attorney General,,Write-in,,0,0,0
Plymouth,Le Mars Convention Center 2,Attorney General,,Write-in,,1,0,1
Plymouth,Le Mars Convention Center 3,Attorney General,,Write-in,,2,0,2
Plymouth,Courthouse Annex,Attorney General,,Write-in,,1,0,1
Plymouth,Remsen Public Library,Attorney General,,Write-in,,0,0,0
Plymouth,Brunsville Legion Club,Attorney General,,Write-in,,0,0,0
Plymouth,Kissinger Community Center,Attorney General,,Write-in,,0,0,0
Plymouth,Perry Township Hall,Attorney General,,Write-in,,0,0,0
Plymouth,Hinton Community Center,Attorney General,,Write-in,,1,0,1
Plymouth,Kingsley Community Center,Attorney General,,Write-in,,0,0,0
Plymouth,Wesley United Methodist Church,Attorney General,,Write-in,,1,0,1
Plymouth,Remsen Public Library,State Senate,7,Kevin Alons,REP,748,145,603
Plymouth,Kissinger Community Center,State Senate,7,Kevin Alons,REP,600,90,510
Plymouth,Perry Township Hall,State Senate,7,Kevin Alons,REP,627,136,491
Plymouth,Hinton Community Center,State Senate,7,Kevin Alons,REP,748,105,643
Plymouth,Kingsley Community Center,State Senate,7,Kevin Alons,REP,737,100,637
Plymouth,Remsen Public Library,State Senate,7,Write-in,,2,1,1
Plymouth,Kissinger Community Center,State Senate,7,Write-in,,4,0,4
Plymouth,Perry Township Hall,State Senate,7,Write-in,,10,1,9
Plymouth,Hinton Community Center,State Senate,7,Write-in,,14,6,8
Plymouth,Kingsley Community Center,State Senate,7,Write-in,,8,3,5
Plymouth,Le Mars Convention Center 1,State House,3,Thomas Jeneary,REP,870,315,555
Plymouth,Le Mars Convention Center 2,State House,3,Thomas Jeneary,REP,1205,423,782
Plymouth,Le Mars Convention Center 3,State House,3,Thomas Jeneary,REP,647,172,475
Plymouth,Courthouse Annex,State House,3,Thomas Jeneary,REP,690,190,500
Plymouth,Brunsville Legion Club,State House,3,Thomas Jeneary,REP,560,117,443
Plymouth,Wesley United Methodist Church,State House,3,Thomas Jeneary,REP,811,84,727
Plymouth,Le Mars Convention Center 1,State House,3,Write-in,,11,2,9
Plymouth,Le Mars Convention Center 2,State House,3,Write-in,,15,3,12
Plymouth,Le Mars Convention Center 3,State House,3,Write-in,,6,0,6
Plymouth,Courthouse Annex,State House,3,Write-in,,6,1,5
Plymouth,Brunsville Legion Club,State House,3,Write-in,,3,2,1
Plymouth,Wesley United Methodist Church,State House,3,Write-in,,4,0,4
Plymouth,Remsen Public Library,State House,13,Ken E. Carlson,REP,737,148,589
Plymouth,Kissinger Community Center,State House,13,Ken E. Carlson,REP,560,84,476
Plymouth,Perry Township Hall,State House,13,Ken E. Carlson,REP,595,134,461
Plymouth,Hinton Community Center,State House,13,Ken E. Carlson,REP,724,106,618
Plymouth,Kingsley Community Center,State House,13,Ken E. Carlson,REP,703,99,604
Plymouth,Remsen Public Library,State House,13,Amy Janowski,LIB,63,26,37
Plymouth,Kissinger Community Center,State House,13,Amy Janowski,LIB,79,20,59
Plymouth,Perry Township Hall,State House,13,Amy Janowski,LIB,111,37,74
Plymouth,Hinton Community Center,State House,13,Amy Janowski,LIB,110,34,76
Plymouth,Kingsley Community Center,State House,13,Amy Janowski,LIB,105,16,89
Plymouth,Remsen Public Library,State House,13,Write-in,,0,0,0
Plymouth,Kissinger Community Center,State House,13,Write-in,,1,0,1
Plymouth,Perry Township Hall,State House,13,Write-in,,2,0,2
Plymouth,Hinton Community Center,State House,13,Write-in,,2,1,1
Plymouth,Kingsley Community Center,State House,13,Write-in,,1,0,1
Adair,1 NW,U.S. Senate,,Michael Franken,DEM,153,46,107
Adair,2 NE,U.S. Senate,,Michael Franken,DEM,195,85,110
Adair,3 SW,U.S. Senate,,Michael Franken,DEM,150,48,102
Adair,4 SE,U.S. Senate,,Michael Franken,DEM,183,98,85
Adair,5 GF,U.S. Senate,,Michael Franken,DEM,206,91,115
Adair,1 NW,U.S. Senate,,Chuck Grassley,REP,459,87,372
Adair,2 NE,U.S. Senate,,Chuck Grassley,REP,478,102,376
Adair,3 SW,U.S. Senate,,Chuck Grassley,REP,534,136,398
Adair,4 SE,U.S. Senate,,Chuck Grassley,REP,425,126,299
Adair,5 GF,U.S. Senate,,Chuck Grassley,REP,383,117,266
Adair,1 NW,U.S. Senate,,Write-in,,2,0,2
Adair,2 NE,U.S. Senate,,Write-in,,0,0,0
Adair,3 SW,U.S. Senate,,Write-in,,1,0,1
Adair,4 SE,U.S. Senate,,Write-in,,0,0,0
Adair,5 GF,U.S. Senate,,Write-in,,0,0,0
Adair,1 NW,U.S. House,3,Cindy Axne,DEM,173,52,121
Adair,2 NE,U.S. House,3,Cindy Axne,DEM,204,89,115
Adair,3 SW,U.S. House,3,Cindy Axne,DEM,190,60,130
Adair,4 SE,U.S. House,3,Cindy Axne,DEM,201,95,106
Adair,5 GF,U.S. House,3,Cindy Axne,DEM,205,86,119
Adair,1 NW,U.S. House,3,Zach Nunn,REP,436,79,357
Adair,2 NE,U.S. House,3,Zach Nunn,REP,466,98,368
Adair,3 SW,U.S. House,3,Zach Nunn,REP,486,125,361
Adair,4 SE,U.S. House,3,Zach Nunn,REP,403,129,274
Adair,5 GF,U.S. House,3,Zach Nunn,REP,375,116,259
Adair,1 NW,U.S. House,3,Write-in,,1,0,1
Adair,2 NE,U.S. House,3,Write-in,,0,0,0
Adair,3 SW,U.S. House,3,Write-in,,0,0,0
Adair,4 SE,U.S. House,3,Write-in,,0,0,0
Adair,5 GF,U.S. House,3,Write-in,,1,1,0
Adair,1 NW,Governor,,Deidre DeJear and Eric Van Lancker,DEM,122,39,83
Adair,2 NE,Governor,,Deidre DeJear and Eric Van Lancker,DEM,166,77,89
Adair,3 SW,Governor,,Deidre DeJear and Eric Van Lancker,DEM,128,43,85
Adair,4 SE,Governor,,Deidre DeJear and Eric Van Lancker,DEM,155,82,73
Adair,5 GF,Governor,,Deidre DeJear and Eric Van Lancker,DEM,190,82,108
Adair,1 NW,Governor,,Kim Reynolds and Adam Gregg,REP,471,85,386
Adair,2 NE,Governor,,Kim Reynolds and Adam Gregg,REP,484,108,376
Adair,3 SW,Governor,,Kim Reynolds and Adam Gregg,REP,545,137,408
Adair,4 SE,Governor,,Kim Reynolds and Adam Gregg,REP,448,142,306
Adair,5 GF,Governor,,Kim Reynolds and Adam Gregg,REP,385,121,264
Adair,1 NW,Governor,,Rick Stewart and Marco Battaglia,LIB,19,9,10
Adair,2 NE,Governor,,Rick Stewart and Marco Battaglia,LIB,21,2,19
Adair,3 SW,Governor,,Rick Stewart and Marco Battaglia,LIB,11,3,8
Adair,4 SE,Governor,,Rick Stewart and Marco Battaglia,LIB,9,4,5
Adair,5 GF,Governor,,Rick Stewart and Marco Battaglia,LIB,19,4,15
Adair,1 NW,Governor,,Write-in,,1,0,1
Adair,2 NE,Governor,,Write-in,,0,0,0
Adair,3 SW,Governor,,Write-in,,0,0,0
Adair,4 SE,Governor,,Write-in,,0,0,0
Adair,5 GF,Governor,,Write-in,,0,0,0
Adair,1 NW,Secretary of State,,Joel Miller,DEM,114,35,79
Adair,2 NE,Secretary of State,,Joel Miller,DEM,159,72,87
Adair,3 SW,Secretary of State,,Joel Miller,DEM,126,42,84
Adair,4 SE,Secretary of State,,Joel Miller,DEM,143,69,74
Adair,5 GF,Secretary of State,,Joel Miller,DEM,156,72,84
Adair,1 NW,Secretary of State,,Paul D. Pate,REP,490,94,396
Adair,2 NE,Secretary of State,,Paul D. Pate,REP,504,113,391
Adair,3 SW,Secretary of State,,Paul D. Pate,REP,545,140,405
Adair,4 SE,Secretary of State,,Paul D. Pate,REP,457,153,304
Adair,5 GF,Secretary of State,,Paul D. Pate,REP,420,131,289
Adair,1 NW,Secretary of State,,Write-in,,0,0,0
Adair,2 NE,Secretary of State,,Write-in,,0,0,0
Adair,3 SW,Secretary of State,,Write-in,,0,0,0
Adair,4 SE,Secretary of State,,Write-in,,0,0,0
Adair,5 GF,Secretary of State,,Write-in,,2,1,1
Adair,1 NW,Attorney General,,Tom Miller,DEM,205,62,143
Adair,2 NE,Attorney General,,Tom Miller,DEM,239,106,133
Adair,3 SW,Attorney General,,Tom Miller,DEM,237,86,151
Adair,4 SE,Attorney General,,Tom Miller,DEM,237,114,123
Adair,5 GF,Attorney General,,Tom Miller,DEM,255,106,149
Adair,1 NW,Attorney General,,Brenna Bird,REP,397,65,332
Adair,2 NE,Attorney General,,Brenna Bird,REP,419,77,342
Adair,3 SW,Attorney General,,Brenna Bird,REP,432,95,337
Adair,4 SE,Attorney General,,Brenna Bird,REP,357,106,251
Adair,5 GF,Attorney General,,Brenna Bird,REP,317,96,221
Adair,1 NW,Attorney General,,Write-in,,1,0,1
Adair,2 NE,Attorney General,,Write-in,,0,0,0
Adair,3 SW,Attorney General,,Write-in,,0,0,0
Adair,4 SE,Attorney General,,Write-in,,2,0,2
Adair,5 GF,Attorney General,,Write-in,,1,0,1
Calhoun,01 Butler and Williams,U.S. Senate,,Michael Franken,DEM,101,29,72
Calhoun,02 Lincoln-Manson-Sherman and N Greenfield,U.S. Senate,,Michael Franken,DEM,254,78,176
Calhoun,03 Cen-Garf-Twin Lks-N Lake Crk-N Logan-Rockwell C,U.S. Senate,,Michael Franken,DEM,286,127,159
Calhoun,04 Cedar and S Greenfield,U.S. Senate,,Michael Franken,DEM,41,13,28
Calhoun,05 Calhoun-Elm Grove-Jackson-S Lake Crk-Lake City,U.S. Senate,,Michael Franken,DEM,253,80,173
Calhoun,06 Reading-Union and S Logan,U.S. Senate,,Michael Franken,DEM,92,26,66
Calhoun,01 Butler and Williams,U.S. Senate,,Chuck Grassley,REP,257,31,226
Calhoun,02 Lincoln-Manson-Sherman and N Greenfield,U.S. Senate,,Chuck Grassley,REP,857,170,687
Calhoun,03 Cen-Garf-Twin Lks-N Lake Crk-N Logan-Rockwell C,U.S. Senate,,Chuck Grassley,REP,677,176,501
Calhoun,04 Cedar and S Greenfield,U.S. Senate,,Chuck Grassley,REP,127,14,113
Calhoun,05 Calhoun-Elm Grove-Jackson-S Lake Crk-Lake City,U.S. Senate,,Chuck Grassley,REP,618,100,518
Calhoun,06 Reading-Union and S Logan,U.S. Senate,,Chuck Grassley,REP,317,37,280
Calhoun,01 Butler and Williams,U.S. Senate,,Write-in,,0,0,0
Calhoun,02 Lincoln-Manson-Sherman and N Greenfield,U.S. Senate,,Write-in,,3,0,3
Calhoun,03 Cen-Garf-Twin Lks-N Lake Crk-N Logan-Rockwell C,U.S. Senate,,Write-in,,1,0,1
Calhoun,04 Cedar and S Greenfield,U.S. Senate,,Write-in,,1,0,1
Calhoun,05 Calhoun-Elm Grove-Jackson-S Lake Crk-Lake City,U.S. Senate,,Write-in,,1,1,0
Calhoun,06 Reading-Union and S Logan,U.S. Senate,,Write-in,,0,0,0
Calhoun,01 Butler and Williams,U.S. House,4,Ryan Melton,DEM,91,27,64
Calhoun,02 Lincoln-Manson-Sherman and N Greenfield,U.S. House,4,Ryan Melton,DEM,220,69,151
Calhoun,03 Cen-Garf-Twin Lks-N Lake Crk-N Logan-Rockwell C,U.S. House,4,Ryan Melton,DEM,231,111,120
Calhoun,04 Cedar and S Greenfield,U.S. House,4,Ryan Melton,DEM,35,11,24
Calhoun,05 Calhoun-Elm Grove-Jackson-S Lake Crk-Lake City,U.S. House,4,Ryan Melton,DEM,228,71,157
Calhoun,06 Reading-Union and S Logan,U.S. House,4,Ryan Melton,DEM,78,23,55
Calhoun,01 Butler and Williams,U.S. House,4,Randy Feenstra,REP,259,30,229
Calhoun,02 Lincoln-Manson-Sherman and N Greenfield,U.S. House,4,Randy Feenstra,REP,851,167,684
Calhoun,03 Cen-Garf-Twin Lks-N Lake Crk-N Logan-Rockwell C,U.S. House,4,Randy Feenstra,REP,691,181,510
Calhoun,04 Cedar and S Greenfield,U.S. House,4,Randy Feenstra,REP,130,16,114
Calhoun,05 Calhoun-Elm Grove-Jackson-S Lake Crk-Lake City,U.S. House,4,Randy Feenstra,REP,603,105,498
Calhoun,06 Reading-Union and S Logan,U.S. House,4,Randy Feenstra,REP,312,36,276
Calhoun,01 Butler and Williams,U.S. House,4,Bryan Jack Holder,LBC,7,2,5
Calhoun,02 Lincoln-Manson-Sherman and N Greenfield,U.S. House,4,Bryan Jack Holder,LBC,21,2,19
Calhoun,03 Cen-Garf-Twin Lks-N Lake Crk-N Logan-Rockwell C,U.S. House,4,Bryan Jack Holder,LBC,22,5,17
Calhoun,04 Cedar and S Greenfield,U.S. House,4,Bryan Jack Holder,LBC,2,0,2
Calhoun,05 Calhoun-Elm Grove-Jackson-S Lake Crk-Lake City,U.S. House,4,Bryan Jack Holder,LBC,29,3,26
Calhoun,06 Reading-Union and S Logan,U.S. House,4,Bryan Jack Holder,LBC,8,3,5
Calhoun,01 Butler and Williams,U.S. House,4,Write-in,,0,0,0
Calhoun,02 Lincoln-Manson-Sherman and N Greenfield,U.S. House,4,Write-in,,2,1,1
Calhoun,03 Cen-Garf-Twin Lks-N Lake Crk-N Logan-Rockwell C,U.S. House,4,Write-in,,2,0,2
Calhoun,04 Cedar and S Greenfield,U.S. House,4,Write-in,,0,0,0
Calhoun,05 Calhoun-Elm Grove-Jackson-S Lake Crk-Lake City,U.S. House,4,Write-in,,2,1,1
Calhoun,06 Reading-Union and S Logan,U.S. House,4,Write-in,,1,0,1
Calhoun,01 Butler and Williams,Governor,,Deidre DeJear and Eric Van Lancker,DEM,87,29,58
Calhoun,02 Lincoln-Manson-Sherman and N Greenfield,Governor,,Deidre DeJear and Eric Van Lancker,DEM,211,71,140
Calhoun,03 Cen-Garf-Twin Lks-N Lake Crk-N Logan-Rockwell C,Governor,,Deidre DeJear and Eric Van Lancker,DEM,247,113,134
Calhoun,04 Cedar and S Greenfield,Governor,,Deidre DeJear and Eric Van Lancker,DEM,36,13,23
Calhoun,05 Calhoun-Elm Grove-Jackson-S Lake Crk-Lake City,Governor,,Deidre DeJear and Eric Van Lancker,DEM,212,73,139
Calhoun,06 Reading-Union and S Logan,Governor,,Deidre DeJear and Eric Van Lancker,DEM,77,24,53
Calhoun,01 Butler and Williams,Governor,,Kim Reynolds and Adam Gregg,REP,269,30,239
Calhoun,02 Lincoln-Manson-Sherman and N Greenfield,Governor,,Kim Reynolds and Adam Gregg,REP,893,178,715
Calhoun,03 Cen-Garf-Twin Lks-N Lake Crk-N Logan-Rockwell C,Governor,,Kim Reynolds and Adam Gregg,REP,728,193,535
Calhoun,04 Cedar and S Greenfield,Governor,,Kim Reynolds and Adam Gregg,REP,131,14,117
Calhoun,05 Calhoun-Elm Grove-Jackson-S Lake Crk-Lake City,Governor,,Kim Reynolds and Adam Gregg,REP,664,106,558
Calhoun,06 Reading-Union and S Logan,Governor,,Kim Reynolds and Adam Gregg,REP,336,38,298
Calhoun,01 Butler and Williams,Governor,,Rick Stewart and Marco Battaglia,LIB,11,2,9
Calhoun,02 Lincoln-Manson-Sherman and N Greenfield,Governor,,Rick Stewart and Marco Battaglia,LIB,26,4,22
Calhoun,03 Cen-Garf-Twin Lks-N Lake Crk-N Logan-Rockwell C,Governor,,Rick Stewart and Marco Battaglia,LIB,19,7,12
Calhoun,04 Cedar and S Greenfield,Governor,,Rick Stewart and Marco Battaglia,LIB,6,0,6
Calhoun,05 Calhoun-Elm Grove-Jackson-S Lake Crk-Lake City,Governor,,Rick Stewart and Marco Battaglia,LIB,21,5,16
Calhoun,06 Reading-Union and S Logan,Governor,,Rick Stewart and Marco Battaglia,LIB,5,1,4
Calhoun,01 Butler and Williams,Governor,,Write-in,,0,0,0
Calhoun,02 Lincoln-Manson-Sherman and N Greenfield,Governor,,Write-in,,0,0,0
Calhoun,03 Cen-Garf-Twin Lks-N Lake Crk-N Logan-Rockwell C,Governor,,Write-in,,0,0,0
Calhoun,04 Cedar and S Greenfield,Governor,,Write-in,,0,0,0
