office,candidate,party,county,votes
President/Vice President,Bergland / Lewis,Libertarian,LEE,29
President/Vice President,Baker / Alger,Big Deal,LEE,17
President/Vice President,Serrette / Ross,Nominated by Petition,LEE,6
President/Vice President,Mason / Zimmerman,Socialist Workers,LEE,2
President/Vice President,LaRouche / Davis,Nominated by Petition,LEE,74
President/Vice President,Mondale / Ferraro,Democratic,LEE,8912
President/Vice President,Reagan / Bush,Republican,LEE,8756
President/Vice President,Hall / Davis,Communist,LEE,8
President/Vice President,Bergland / Lewis,Libertarian,LINN,173
President/Vice President,Baker / Alger,Big Deal,LINN,71
President/Vice President,Serrette / Ross,Nominated by Petition,LINN,28
President/Vice President,Mason / Zimmerman,Socialist Workers,LINN,106
President/Vice President,LaRouche / Davis,Nominated by Petition,LINN,172
President/Vice President,Mondale / Ferraro,Democratic,LINN,38528
President/Vice President,Reagan / Bush,Republican,LINN,41061
President/Vice President,Hall / Davis,Communist,LINN,22
President/Vice President,Bergland / Lewis,Libertarian,LOUISA,4
President/Vice President,Baker / Alger,Big Deal,LOUISA,1
President/Vice President,Serrette / Ross,Nominated by Petition,LOUISA,2
President/Vice President,Mason / Zimmerman,Socialist Workers,LOUISA,1
President/Vice President,LaRouche / Davis,Nominated by Petition,LOUISA,10
President/Vice President,Mondale / Ferraro,Democratic,LOUISA,1927
President/Vice President,Reagan / Bush,Republican,LOUISA,2623
President/Vice President,Hall / Davis,Communist,LOUISA,0
President/Vice President,Bergland / Lewis,Libertarian,LUCAS,5
President/Vice President,Baker / Alger,Big Deal,LUCAS,2
President/Vice President,Serrette / Ross,Nominated by Petition,LUCAS,0
President/Vice President,Mason / Zimmerman,Socialist Workers,LUCAS,0
President/Vice President,LaRouche / Davis,Nominated by Petition,LUCAS,16
President/Vice President,Mondale / Ferraro,Democratic,LUCAS,2422
President/Vice President,Reagan / Bush,Republican,LUCAS,2630
President/Vice President,Hall / Davis,Communist,LUCAS,0
President/Vice President,Bergland / Lewis,Libertarian,LYON,8
President/Vice President,Baker / Alger,Big Deal,LYON,2
President/Vice President,Serrette / Ross,Nominated by Petition,LYON,4
President/Vice President,Mason / Zimmerman,Socialist Workers,LYON,0
President/Vice President,LaRouche / Davis,Nominated by Petition,LYON,49
President/Vice President,Mondale / Ferraro,Democratic,LYON,1401
President/Vice President,Reagan / Bush,Republican,LYON,4178
President/Vice President,Hall / Davis,Communist,LYON,0
President/Vice President,Bergland / Lewis,Libertarian,MADISON,6
President/Vice President,Baker / Alger,Big Deal,MADISON,2
President/Vice President,Serrette / Ross,Nominated by Petition,MADISON,1
President/Vice President,Mason / Zimmerman,Socialist Workers,MADISON,1
President/Vice President,LaRouche / Davis,Nominated by Petition,MADISON,9
President/Vice President,Mondale / Ferraro,Democratic,MADISON,3067
President/Vice President,Reagan / Bush,Republican,MADISON,3168
President/Vice President,Hall / Davis,Communist,MADISON,1
President/Vice President,Bergland / Lewis,Libertarian,MAHASKA,9
President/Vice President,Baker / Alger,Big Deal,MAHASKA,7
President/Vice President,Serrette / Ross,Nominated by Petition,MAHASKA,2
President/Vice President,Mason / Zimmerman,Socialist Workers,MAHASKA,4
President/Vice President,LaRouche / Davis,Nominated by Petition,MAHASKA,65
President/Vice President,Mondale / Ferraro,Democratic,MAHASKA,4107
President/Vice President,Reagan / Bush,Republican,MAHASKA,6086
President/Vice President,Hall / Davis,Communist,MAHASKA,5
President/Vice President,Bergland / Lewis,Libertarian,MARION,12
President/Vice President,Baker / Alger,Big Deal,MARION,3
President/Vice President,Serrette / Ross,Nominated by Petition,MARION,2
President/Vice President,Mason / Zimmerman,Socialist Workers,MARION,3
President/Vice President,LaRouche / Davis,Nominated by Petition,MARION,40
President/Vice President,Mondale / Ferraro,Democratic,MARION,6313
President/Vice President,Reagan / Bush,Republican,MARION,7259
President/Vice President,Hall / Davis,Communist,MARION,0
President/Vice President,Bergland / Lewis,Libertarian,MARSHALL,26
President/Vice President,Baker / Alger,Big Deal,MARSHALL,17
President/Vice President,Serrette / Ross,Nominated by Petition,MARSHALL,11
President/Vice President,Mason / Zimmerman,Socialist Workers,MARSHALL,5
President/Vice President,LaRouche / Davis,Nominated by Petition,MARSHALL,123
President/Vice President,Mondale / Ferraro,Democratic,MARSHALL,8809
President/Vice President,Reagan / Bush,Republican,MARSHALL,10839
President/Vice President,Hall / Davis,Communist,MARSHALL,1
President/Vice President,Bergland / Lewis,Libertarian,MILLS,11
President/Vice President,Baker / Alger,Big Deal,MILLS,7
President/Vice President,Serrette / Ross,Nominated by Petition,MILLS,3
President/Vice President,Mason / Zimmerman,Socialist Workers,MILLS,3
President/Vice President,LaRouche / Davis,Nominated by Petition,MILLS,29
President/Vice President,Mondale / Ferraro,Democratic,MILLS,1434
President/Vice President,Reagan / Bush,Republican,MILLS,3994
President/Vice President,Hall / Davis,Communist,MILLS,2
President/Vice President,Bergland / Lewis,Libertarian,MITCHELL,9
President/Vice President,Baker / Alger,Big Deal,MITCHELL,3
President/Vice President,Serrette / Ross,Nominated by Petition,MITCHELL,3
President/Vice President,Mason / Zimmerman,Socialist Workers,MITCHELL,2
President/Vice President,LaRouche / Davis,Nominated by Petition,MITCHELL,45
President/Vice President,Mondale / Ferraro,Democratic,MITCHELL,2531
President/Vice President,Reagan / Bush,Republican,MITCHELL,3144
President/Vice President,Hall / Davis,Communist,MITCHELL,1
President/Vice President,Bergland / Lewis,Libertarian,MONONA,4
President/Vice President,Baker / Alger,Big Deal,MONONA,6
President/Vice President,Serrette / Ross,Nominated by Petition,MONONA,0
President/Vice President,Mason / Zimmerman,Socialist Workers,MONONA,0
President/Vice President,LaRouche / Davis,Nominated by Petition,MONONA,41
President/Vice President,Mondale / Ferraro,Democratic,MONONA,2159
President/Vice President,Reagan / Bush,Republican,MONONA,2746
President/Vice President,Hall / Davis,Communist,MONONA,1
President/Vice President,Bergland / Lewis,Libertarian,MONROE,3
President/Vice President,Baker / Alger,Big Deal,MONROE,0
President/Vice President,Serrette / Ross,Nominated by Petition,MONROE,0
President/Vice President,Mason / Zimmerman,Socialist Workers,MONROE,0
President/Vice President,LaRouche / Davis,Nominated by Petition,MONROE,7
President/Vice President,Mondale / Ferraro,Democratic,MONROE,2342
President/Vice President,Reagan / Bush,Republican,MONROE,1927
President/Vice President,Hall / Davis,Communist,MONROE,1
President/Vice President,Bergland / Lewis,Libertarian,MONTGOMERY,8
President/Vice President,Baker / Alger,Big Deal,MONTGOMERY,6
President/Vice President,Serrette / Ross,Nominated by Petition,MONTGOMERY,3
President/Vice President,Mason / Zimmerman,Socialist Workers,MONTGOMERY,1
President/Vice President,LaRouche / Davis,Nominated by Petition,MONTGOMERY,27
President/Vice President,Mondale / Ferraro,Democratic,MONTGOMERY,1661
President/Vice President,Reagan / Bush,Republican,MONTGOMERY,4224
President/Vice President,Hall / Davis,Communist,MONTGOMERY,0
President/Vice President,Bergland / Lewis,Libertarian,MUSCATINE,16
President/Vice President,Baker / Alger,Big Deal,MUSCATINE,4
President/Vice President,Serrette / Ross,Nominated by Petition,MUSCATINE,7
President/Vice President,Mason / Zimmerman,Socialist Workers,MUSCATINE,2
President/Vice President,LaRouche / Davis,Nominated by Petition,MUSCATINE,75
President/Vice President,Mondale / Ferraro,Democratic,MUSCATINE,5986
President/Vice President,Reagan / Bush,Republican,MUSCATINE,9069
President/Vice President,Hall / Davis,Communist,MUSCATINE,1
President/Vice President,Bergland / Lewis,Libertarian,O’BRIEN,12
President/Vice President,Baker / Alger,Big Deal,O’BRIEN,3
President/Vice President,Serrette / Ross,Nominated by Petition,O’BRIEN,3
President/Vice President,Mason / Zimmerman,Socialist Workers,O’BRIEN,1
President/Vice President,LaRouche / Davis,Nominated by Petition,O’BRIEN,59
President/Vice President,Mondale / Ferraro,Democratic,O’BRIEN,2479
President/Vice President,Reagan / Bush,Republican,O’BRIEN,5008
President/Vice President,Hall / Davis,Communist,O’BRIEN,1
President/Vice President,Bergland / Lewis,Libertarian,OSCEOLA,1
President/Vice President,Baker / Alger,Big Deal,OSCEOLA,1
President/Vice President,Serrette / Ross,Nominated by Petition,OSCEOLA,1
President/Vice President,Mason / Zimmerman,Socialist Workers,OSCEOLA,1
President/Vice President,LaRouche / Davis,Nominated by Petition,OSCEOLA,28
President/Vice President,Mondale / Ferraro,Democratic,OSCEOLA,1146
President/Vice President,Reagan / Bush,Republican,OSCEOLA,2285
President/Vice President,Hall / Davis,Communist,OSCEOLA,0
President/Vice President,Bergland / Lewis,Libertarian,PAGE,6
President/Vice President,Baker / Alger,Big Deal,PAGE,2
President/Vice President,Serrette / Ross,Nominated by Petition,PAGE,1
President/Vice President,Mason / Zimmerman,Socialist Workers,PAGE,2
President/Vice President,LaRouche / Davis,Nominated by Petition,PAGE,24
President/Vice President,Mondale / Ferraro,Democratic,PAGE,1914
President/Vice President,Reagan / Bush,Republican,PAGE,5876
President/Vice President,Hall / Davis,Communist,PAGE,1
President/Vice President,Bergland / Lewis,Libertarian,PALO ALTO,1
President/Vice President,Baker / Alger,Big Deal,PALO ALTO,1
President/Vice President,Serrette / Ross,Nominated by Petition,PALO ALTO,2
President/Vice President,Mason / Zimmerman,Socialist Workers,PALO ALTO,0
President/Vice President,LaRouche / Davis,Nominated by Petition,PALO ALTO,71
President/Vice President,Mondale / Ferraro,Democratic,PALO ALTO,3018
President/Vice President,Reagan / Bush,Republican,PALO ALTO,2715
President/Vice President,Hall / Davis,Communist,PALO ALTO,2
President/Vice President,Bergland / Lewis,Libertarian,PLYMOUTH,13
President/Vice President,Baker / Alger,Big Deal,PLYMOUTH,6
President/Vice President,Serrette / Ross,Nominated by Petition,PLYMOUTH,6
President/Vice President,Mason / Zimmerman,Socialist Workers,PLYMOUTH,2
President/Vice President,LaRouche / Davis,Nominated by Petition,PLYMOUTH,54
President/Vice President,Mondale / Ferraro,Democratic,PLYMOUTH,3464
President/Vice President,Reagan / Bush,Republican,PLYMOUTH,6482
President/Vice President,Hall / Davis,Communist,PLYMOUTH,0
President/Vice President,Bergland / Lewis,Libertarian,POCAHONTAS,41
President/Vice President,Baker / Alger,Big Deal,POCAHONTAS,4
President/Vice President,Serrette / Ross,Nominated by Petition,POCAHONTAS,2
President/Vice President,Mason / Zimmerman,Socialist Workers,POCAHONTAS,0
President/Vice President,LaRouche / Davis,Nominated by Petition,POCAHONTAS,24
President/Vice President,Mondale / Ferraro,Democratic,POCAHONTAS,2481
President/Vice President,Reagan / Bush,Republican,POCAHONTAS,2627
President/Vice President,Hall / Davis,Communist,POCAHONTAS,0
President/Vice President,Bergland / Lewis,Libertarian,POLK,244
President/Vice President,Baker / Alger,Big Deal,POLK,53
President/Vice President,Serrette / Ross,Nominated by Petition,POLK,53
President/Vice President,Mason / Zimmerman,Socialist Workers,POLK,33
President/Vice President,LaRouche / Davis,Nominated by Petition,POLK,540
President/Vice President,Mondale / Ferraro,Democratic,POLK,75413
President/Vice President,Reagan / Bush,Republican,POLK,71413
President/Vice President,Hall / Davis,Communist,POLK,43
President/Vice President,Bergland / Lewis,Libertarian,POTTAWATTAMIE,33
President/Vice President,Baker / Alger,Big Deal,POTTAWATTAMIE,13
President/Vice President,Serrette / Ross,Nominated by Petition,POTTAWATTAMIE,18
President/Vice President,Mason / Zimmerman,Socialist Workers,POTTAWATTAMIE,5
President/Vice President,LaRouche / Davis,Nominated by Petition,POTTAWATTAMIE,179
President/Vice President,Mondale / Ferraro,Democratic,POTTAWATTAMIE,12329
President/Vice President,Reagan / Bush,Republican,POTTAWATTAMIE,21527
President/Vice President,Hall / Davis,Communist,POTTAWATTAMIE,8
President/Vice President,Bergland / Lewis,Libertarian,POWESHIEK,7
President/Vice President,Baker / Alger,Big Deal,POWESHIEK,9
President/Vice President,Serrette / Ross,Nominated by Petition,POWESHIEK,3
President/Vice President,Mason / Zimmerman,Socialist Workers,POWESHIEK,1
President/Vice President,LaRouche / Davis,Nominated by Petition,POWESHIEK,38
President/Vice President,Mondale / Ferraro,Democratic,POWESHIEK,4103
President/Vice President,Reagan / Bush,Republican,POWESHIEK,4715
President/Vice President,Hall / Davis,Communist,POWESHIEK,3
President/Vice President,Bergland / Lewis,Libertarian,RINGGOLD,0
President/Vice President,Baker / Alger,Big Deal,RINGGOLD,2
President/Vice President,Serrette / Ross,Nominated by Petition,RINGGOLD,0
President/Vice President,Mason / Zimmerman,Socialist Workers,RINGGOLD,0
President/Vice President,LaRouche / Davis,Nominated by Petition,RINGGOLD,10
President/Vice President,Mondale / Ferraro,Democratic,RINGGOLD,1593
President/Vice President,Reagan / Bush,Republican,RINGGOLD,1512
President/Vice President,Hall / Davis,Communist,RINGGOLD,0
President/Vice President,Bergland / Lewis,Libertarian,SAC,9
President/Vice President,Baker / Alger,Big Deal,SAC,6
President/Vice President,Serrette / Ross,Nominated by Petition,SAC,5
President/Vice President,Mason / Zimmerman,Socialist Workers,SAC,2
President/Vice President,LaRouche / Davis,Nominated by Petition,SAC,41
President/Vice President,Mondale / Ferraro,Democratic,SAC,2363
President/Vice President,Reagan / Bush,Republican,SAC,3298
President/Vice President,Hall / Davis,Communist,SAC,3
President/Vice President,Bergland / Lewis,Libertarian,SCOTT,122
President/Vice President,Baker / Alger,Big Deal,SCOTT,40
President/Vice President,Serrette / Ross,Nominated by Petition,SCOTT,16
President/Vice President,Mason / Zimmerman,Socialist Workers,SCOTT,5
President/Vice President,LaRouche / Davis,Nominated by Petition,SCOTT,385
President/Vice President,Mondale / Ferraro,Democratic,SCOTT,32550
President/Vice President,Reagan / Bush,Republican,SCOTT,38034
President/Vice President,Hall / Davis,Communist,SCOTT,14
President/Vice President,Bergland / Lewis,Libertarian,SHELBY,7
President/Vice President,Baker / Alger,Big Deal,SHELBY,2
President/Vice President,Serrette / Ross,Nominated by Petition,SHELBY,4
President/Vice President,Mason / Zimmerman,Socialist Workers,SHELBY,1
President/Vice President,LaRouche / Davis,Nominated by Petition,SHELBY,31
President/Vice President,Mondale / Ferraro,Democratic,SHELBY,2291
President/Vice President,Reagan / Bush,Republican,SHELBY,4200
President/Vice President,Hall / Davis,Communist,SHELBY,1
President/Vice President,Bergland / Lewis,Libertarian,SIOUX,5
President/Vice President,Baker / Alger,Big Deal,SIOUX,9
President/Vice President,Serrette / Ross,Nominated by Petition,SIOUX,3
President/Vice President,Mason / Zimmerman,Socialist Workers,SIOUX,0
President/Vice President,LaRouche / Davis,Nominated by Petition,SIOUX,25
President/Vice President,Mondale / Ferraro,Democratic,SIOUX,2585
President/Vice President,Reagan / Bush,Republican,SIOUX,11665
President/Vice President,Hall / Davis,Communist,SIOUX,1
President/Vice President,Bergland / Lewis,Libertarian,STORY,94
President/Vice President,Baker / Alger,Big Deal,STORY,24
President/Vice President,Serrette / Ross,Nominated by Petition,STORY,11
President/Vice President,Mason / Zimmerman,Socialist Workers,STORY,13
President/Vice President,LaRouche / Davis,Nominated by Petition,STORY,107
President/Vice President,Mondale / Ferraro,Democratic,STORY,18277
President/Vice President,Reagan / Bush,Republican,STORY,19804
President/Vice President,Hall / Davis,Communist,STORY,20
President/Vice President,Bergland / Lewis,Libertarian,TAMA,6
President/Vice President,Baker / Alger,Big Deal,TAMA,9
President/Vice President,Serrette / Ross,Nominated by Petition,TAMA,4
President/Vice President,Mason / Zimmerman,Socialist Workers,TAMA,1
President/Vice President,LaRouche / Davis,Nominated by Petition,TAMA,25
President/Vice President,Mondale / Ferraro,Democratic,TAMA,4061
President/Vice President,Reagan / Bush,Republican,TAMA,4882
President/Vice President,Hall / Davis,Communist,TAMA,2
President/Vice President,Bergland / Lewis,Libertarian,TAYLOR,3
President/Vice President,Baker / Alger,Big Deal,TAYLOR,4
President/Vice President,Serrette / Ross,Nominated by Petition,TAYLOR,1
President/Vice President,Mason / Zimmerman,Socialist Workers,TAYLOR,0
President/Vice President,LaRouche / Davis,Nominated by Petition,TAYLOR,13
President/Vice President,Mondale / Ferraro,Democratic,TAYLOR,1499
President/Vice President,Reagan / Bush,Republican,TAYLOR,2496
President/Vice President,Hall / Davis,Communist,TAYLOR,1
President/Vice President,Bergland / Lewis,Libertarian,UNION,12
President/Vice President,Baker / Alger,Big Deal,UNION,11
President/Vice President,Serrette / Ross,Nominated by Petition,UNION,2
President/Vice President,Mason / Zimmerman,Socialist Workers,UNION,0
President/Vice President,LaRouche / Davis,Nominated by Petition,UNION,34
President/Vice President,Mondale / Ferraro,Democratic,UNION,2875
President/Vice President,Reagan / Bush,Republican,UNION,3583
President/Vice President,Hall / Davis,Communist,UNION,0
President/Vice President,Bergland / Lewis,Libertarian,VAN BUREN,1
President/Vice President,Baker / Alger,Big Deal,VAN BUREN,1
President/Vice President,Serrette / Ross,Nominated by Petition,VAN BUREN,0
President/Vice President,Mason / Zimmerman,Socialist Workers,VAN BUREN,0
President/Vice President,LaRouche / Davis,Nominated by Petition,VAN BUREN,19
President/Vice President,Mondale / Ferraro,Democratic,VAN BUREN,1606
President/Vice President,Reagan / Bush,Republican,VAN BUREN,2138
President/Vice President,Hall / Davis,Communist,VAN BUREN,0
President/Vice President,Bergland / Lewis,Libertarian,WAPELLO,31
President/Vice President,Baker / Alger,Big Deal,WAPELLO,19
President/Vice President,Serrette / Ross,Nominated by Petition,WAPELLO,7
President/Vice President,Mason / Zimmerman,Socialist Workers,WAPELLO,5
President/Vice President,LaRouche / Davis,Nominated by Petition,WAPELLO,86
President/Vice President,Mondale / Ferraro,Democratic,WAPELLO,10545
President/Vice President,Reagan / Bush,Republican,WAPELLO,7098
President/Vice President,Hall / Davis,Communist,WAPELLO,3
President/Vice President,Bergland / Lewis,Libertarian,WARREN,13
President/Vice President,Baker / Alger,Big Deal,WARREN,9
President/Vice President,Serrette / Ross,Nominated by Petition,WARREN,3
President/Vice President,Mason / Zimmerman,Socialist Workers,WARREN,1
President/Vice President,LaRouche / Davis,Nominated by Petition,WARREN,84
President/Vice President,Mondale / Ferraro,Democratic,WARREN,8171
President/Vice President,Reagan / Bush,Republican,WARREN,8277
President/Vice President,Hall / Davis,Communist,WARREN,1
President/Vice President,Bergland / Lewis,Libertarian,WASHINGTON,14
President/Vice President,Baker / Alger,Big Deal,WASHINGTON,8
President/Vice President,Serrette / Ross,Nominated by Petition,WASHINGTON,4
President/Vice President,Mason / Zimmerman,Socialist Workers,WASHINGTON,0
President/Vice President,LaRouche / Davis,Nominated by Petition,WASHINGTON,46
President/Vice President,Mondale / Ferraro,Democratic,WASHINGTON,3079
President/Vice President,Reagan / Bush,Republican,WASHINGTON,4613
President/Vice President,Hall / Davis,Communist,WASHINGTON,2
President/Vice President,Bergland / Lewis,Libertarian,WAYNE,8
President/Vice President,Baker / Alger,Big Deal,WAYNE,2
President/Vice President,Serrette / Ross,Nominated by Petition,WAYNE,2
President/Vice President,Mason / Zimmerman,Socialist Workers,WAYNE,1
President/Vice President,LaRouche / Davis,Nominated by Petition,WAYNE,14
President/Vice President,Mondale / Ferraro,Democratic,WAYNE,1927
President/Vice President,Reagan / Bush,Republican,WAYNE,2061
President/Vice President,Hall / Davis,Communist,WAYNE,0
President/Vice President,Bergland / Lewis,Libertarian,WEBSTER,25
President/Vice President,Baker / Alger,Big Deal,WEBSTER,11
President/Vice President,Serrette / Ross,Nominated by Petition,WEBSTER,6
President/Vice President,Mason / Zimmerman,Socialist Workers,WEBSTER,1
President/Vice President,LaRouche / Davis,Nominated by Petition,WEBSTER,206
President/Vice President,Mondale / Ferraro,Democratic,WEBSTER,9930
President/Vice President,Reagan / Bush,Republican,WEBSTER,9619
President/Vice President,Hall / Davis,Communist,WEBSTER,2
President/Vice President,Bergland / Lewis,Libertarian,WINNEBAGO,2
President/Vice President,Baker / Alger,Big Deal,WINNEBAGO,1
President/Vice President,Serrette / Ross,Nominated by Petition,WINNEBAGO,1
President/Vice President,Mason / Zimmerman,Socialist Workers,WINNEBAGO,0
President/Vice President,LaRouche / Davis,Nominated by Petition,WINNEBAGO,16
President/Vice President,Mondale / Ferraro,Democratic,WINNEBAGO,2669
President/Vice President,Reagan / Bush,Republican,WINNEBAGO,3616
President/Vice President,Hall / Davis,Communist,WINNEBAGO,0
President/Vice President,Bergland / Lewis,Libertarian,WINNESHIEK,7
President/Vice President,Baker / Alger,Big Deal,WINNESHIEK,10
President/Vice President,Serrette / Ross,Nominated by Petition,WINNESHIEK,4
President/Vice President,Mason / Zimmerman,Socialist Workers,WINNESHIEK,3
President/Vice President,LaRouche / Davis,Nominated by Petition,WINNESHIEK,78
President/Vice President,Mondale / Ferraro,Democratic,WINNESHIEK,3729
President/Vice President,Reagan / Bush,Republican,WINNESHIEK,5277
President/Vice President,Hall / Davis,Communist,WINNESHIEK,2
President/Vice President,Bergland / Lewis,Libertarian,WOODBURY,42
President/Vice President,Baker / Alger,Big Deal,WOODBURY,17
President/Vice President,Serrette / Ross,Nominated by Petition,WOODBURY,11
President/Vice President,Mason / Zimmerman,Socialist Workers,WOODBURY,5
President/Vice President,LaRouche / Davis,Nominated by Petition,WOODBURY,296
President/Vice President,Mondale / Ferraro,Democratic,WOODBURY,18951
President/Vice President,Reagan / Bush,Republican,WOODBURY,23002
President/Vice President,Hall / Davis,Communist,WOODBURY,3
President/Vice President,Bergland / Lewis,Libertarian,WORTH,5
President/Vice President,Baker / Alger,Big Deal,WORTH,1
President/Vice President,Serrette / Ross,Nominated by Petition,WORTH,1
President/Vice President,Mason / Zimmerman,Socialist Workers,WORTH,0
President/Vice President,LaRouche / Davis,Nominated by Petition,WORTH,9
President/Vice President,Mondale / Ferraro,Democratic,WORTH,2263
President/Vice President,Reagan / Bush,Republican,WORTH,1985
President/Vice President,Hall / Davis,Communist,WORTH,0
President/Vice President,Bergland / Lewis,Libertarian,WRIGHT,9
President/Vice President,Baker / Alger,Big Deal,WRIGHT,3
President/Vice President,Serrette / Ross,Nominated by Petition,WRIGHT,2
President/Vice President,Mason / Zimmerman,Socialist Workers,WRIGHT,1
President/Vice President,LaRouche / Davis,Nominated by Petition,WRIGHT,31
President/Vice President,Mondale / Ferraro,Democratic,WRIGHT,2980
President/Vice President,Reagan / Bush,Republican,WRIGHT,3675
President/Vice President,Hall / Davis,Communist,WRIGHT,3
