office,candidate,party,county,votes
President/Vice President,Marrou / Lord,Libertarian,IOWA,3
President/Vice President,Clinton / Gore,Democratic,JACKSON,4421
President/Vice President,Herer / Grimmer,Grass Roots,JACKSON,9
President/Vice President,Gritz / Minett,America First,JACKSON,4
President/Vice President,Bush / Quale,Republican,JACKSON,2673
President/Vice President,Perot / Stockdale,Nominated by Petition,JACKSON,2096
President/Vice President,Warren / Rein,Socialist Workers,JACKSON,2
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,JACKSON,62
President/Vice President,Ehlers / Wendt,Nominated by Petition,JACKSON,2
President/Vice President,Marrou / Lord,Libertarian,JACKSON,14
President/Vice President,Clinton / Gore,Democratic,JASPER,8120
President/Vice President,Herer / Grimmer,Grass Roots,JASPER,5
President/Vice President,Gritz / Minett,America First,JASPER,8
President/Vice President,Bush / Quale,Republican,JASPER,6866
President/Vice President,Perot / Stockdale,Nominated by Petition,JASPER,2972
President/Vice President,Warren / Rein,Socialist Workers,JASPER,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,JASPER,1
President/Vice President,Ehlers / Wendt,Nominated by Petition,JASPER,4
President/Vice President,Marrou / Lord,Libertarian,JASPER,6
President/Vice President,Clinton / Gore,Democratic,JEFFERSON,2562
President/Vice President,Herer / Grimmer,Grass Roots,JEFFERSON,11
President/Vice President,Gritz / Minett,America First,JEFFERSON,5
President/Vice President,Bush / Quale,Republican,JEFFERSON,2541
President/Vice President,Perot / Stockdale,Nominated by Petition,JEFFERSON,1241
President/Vice President,Warren / Rein,Socialist Workers,JEFFERSON,3
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,JEFFERSON,2
President/Vice President,Ehlers / Wendt,Nominated by Petition,JEFFERSON,35
President/Vice President,Marrou / Lord,Libertarian,JEFFERSON,11
President/Vice President,Clinton / Gore,Democratic,JOHNSON,28656
President/Vice President,Herer / Grimmer,Grass Roots,JOHNSON,26
President/Vice President,Gritz / Minett,America First,JOHNSON,23
President/Vice President,Bush / Quale,Republican,JOHNSON,14041
President/Vice President,Perot / Stockdale,Nominated by Petition,JOHNSON,8625
President/Vice President,Warren / Rein,Socialist Workers,JOHNSON,31
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,JOHNSON,5
President/Vice President,Ehlers / Wendt,Nominated by Petition,JOHNSON,48
President/Vice President,Marrou / Lord,Libertarian,JOHNSON,100
President/Vice President,Clinton / Gore,Democratic,JONES,3508
President/Vice President,Herer / Grimmer,Grass Roots,JONES,1
President/Vice President,Gritz / Minett,America First,JONES,1
President/Vice President,Bush / Quale,Republican,JONES,3071
President/Vice President,Perot / Stockdale,Nominated by Petition,JONES,2306
President/Vice President,Warren / Rein,Socialist Workers,JONES,1
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,JONES,1
President/Vice President,Ehlers / Wendt,Nominated by Petition,JONES,1
President/Vice President,Marrou / Lord,Libertarian,JONES,3
President/Vice President,Clinton / Gore,Democratic,KEOKUK,2329
President/Vice President,Herer / Grimmer,Grass Roots,KEOKUK,0
President/Vice President,Gritz / Minett,America First,KEOKUK,0
President/Vice President,Bush / Quale,Republican,KEOKUK,1981
President/Vice President,Perot / Stockdale,Nominated by Petition,KEOKUK,1238
President/Vice President,Warren / Rein,Socialist Workers,KEOKUK,1
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,KEOKUK,2
President/Vice President,Ehlers / Wendt,Nominated by Petition,KEOKUK,5
President/Vice President,Marrou / Lord,Libertarian,KEOKUK,1
President/Vice President,Clinton / Gore,Democratic,KOSSUTH,3660
President/Vice President,Herer / Grimmer,Grass Roots,KOSSUTH,2
President/Vice President,Gritz / Minett,America First,KOSSUTH,1
President/Vice President,Bush / Quale,Republican,KOSSUTH,3464
President/Vice President,Perot / Stockdale,Nominated by Petition,KOSSUTH,1906
President/Vice President,Warren / Rein,Socialist Workers,KOSSUTH,2
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,KOSSUTH,4
President/Vice President,Ehlers / Wendt,Nominated by Petition,KOSSUTH,3
President/Vice President,Marrou / Lord,Libertarian,KOSSUTH,4
President/Vice President,Clinton / Gore,Democratic,LEE,9366
President/Vice President,Herer / Grimmer,Grass Roots,LEE,5
President/Vice President,Gritz / Minett,America First,LEE,9
President/Vice President,Bush / Quale,Republican,LEE,4777
President/Vice President,Perot / Stockdale,Nominated by Petition,LEE,2920
President/Vice President,Warren / Rein,Socialist Workers,LEE,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,LEE,9
President/Vice President,Ehlers / Wendt,Nominated by Petition,LEE,12
President/Vice President,Marrou / Lord,Libertarian,LEE,27
President/Vice President,Clinton / Gore,Democratic,LINN,38567
President/Vice President,Herer / Grimmer,Grass Roots,LINN,25
President/Vice President,Gritz / Minett,America First,LINN,86
President/Vice President,Bush / Quale,Republican,LINN,30215
President/Vice President,Perot / Stockdale,Nominated by Petition,LINN,19643
President/Vice President,Warren / Rein,Socialist Workers,LINN,9
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,LINN,12
President/Vice President,Ehlers / Wendt,Nominated by Petition,LINN,21
President/Vice President,Marrou / Lord,Libertarian,LINN,81
President/Vice President,Clinton / Gore,Democratic,LOUISA,2091
President/Vice President,Herer / Grimmer,Grass Roots,LOUISA,2
President/Vice President,Gritz / Minett,America First,LOUISA,4
President/Vice President,Bush / Quale,Republican,LOUISA,1691
President/Vice President,Perot / Stockdale,Nominated by Petition,LOUISA,1044
President/Vice President,Warren / Rein,Socialist Workers,LOUISA,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,LOUISA,2
President/Vice President,Ehlers / Wendt,Nominated by Petition,LOUISA,3
President/Vice President,Marrou / Lord,Libertarian,LOUISA,0
President/Vice President,Clinton / Gore,Democratic,LUCAS,2072
President/Vice President,Herer / Grimmer,Grass Roots,LUCAS,0
President/Vice President,Gritz / Minett,America First,LUCAS,1
President/Vice President,Bush / Quale,Republican,LUCAS,1734
President/Vice President,Perot / Stockdale,Nominated by Petition,LUCAS,848
President/Vice President,Warren / Rein,Socialist Workers,LUCAS,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,LUCAS,0
President/Vice President,Ehlers / Wendt,Nominated by Petition,LUCAS,0
President/Vice President,Marrou / Lord,Libertarian,LUCAS,2
President/Vice President,Clinton / Gore,Democratic,LYON,1331
President/Vice President,Herer / Grimmer,Grass Roots,LYON,4
President/Vice President,Gritz / Minett,America First,LYON,8
President/Vice President,Bush / Quale,Republican,LYON,3272
President/Vice President,Perot / Stockdale,Nominated by Petition,LYON,1068
President/Vice President,Warren / Rein,Socialist Workers,LYON,2
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,LYON,14
President/Vice President,Ehlers / Wendt,Nominated by Petition,LYON,18
President/Vice President,Marrou / Lord,Libertarian,LYON,2
President/Vice President,Clinton / Gore,Democratic,MADISON,2525
President/Vice President,Herer / Grimmer,Grass Roots,MADISON,3
President/Vice President,Gritz / Minett,America First,MADISON,4
President/Vice President,Bush / Quale,Republican,MADISON,2421
President/Vice President,Perot / Stockdale,Nominated by Petition,MADISON,1168
President/Vice President,Warren / Rein,Socialist Workers,MADISON,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,MADISON,0
President/Vice President,Ehlers / Wendt,Nominated by Petition,MADISON,5
President/Vice President,Marrou / Lord,Libertarian,MADISON,2
President/Vice President,Clinton / Gore,Democratic,MAHASKA,3714
President/Vice President,Herer / Grimmer,Grass Roots,MAHASKA,4
President/Vice President,Gritz / Minett,America First,MAHASKA,7
President/Vice President,Bush / Quale,Republican,MAHASKA,4953
President/Vice President,Perot / Stockdale,Nominated by Petition,MAHASKA,1508
President/Vice President,Warren / Rein,Socialist Workers,MAHASKA,3
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,MAHASKA,3
President/Vice President,Ehlers / Wendt,Nominated by Petition,MAHASKA,20
President/Vice President,Marrou / Lord,Libertarian,MAHASKA,10
President/Vice President,Clinton / Gore,Democratic,MARION,5531
President/Vice President,Herer / Grimmer,Grass Roots,MARION,6
President/Vice President,Gritz / Minett,America First,MARION,4
President/Vice President,Bush / Quale,Republican,MARION,6062
President/Vice President,Perot / Stockdale,Nominated by Petition,MARION,1896
President/Vice President,Warren / Rein,Socialist Workers,MARION,3
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,MARION,3
President/Vice President,Ehlers / Wendt,Nominated by Petition,MARION,3
President/Vice President,Marrou / Lord,Libertarian,MARION,4
President/Vice President,Clinton / Gore,Democratic,MARSHALL,8303
President/Vice President,Herer / Grimmer,Grass Roots,MARSHALL,7
President/Vice President,Gritz / Minett,America First,MARSHALL,25
President/Vice President,Bush / Quale,Republican,MARSHALL,6784
President/Vice President,Perot / Stockdale,Nominated by Petition,MARSHALL,3100
President/Vice President,Warren / Rein,Socialist Workers,MARSHALL,4
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,MARSHALL,5
President/Vice President,Ehlers / Wendt,Nominated by Petition,MARSHALL,4
President/Vice President,Marrou / Lord,Libertarian,MARSHALL,10
President/Vice President,Clinton / Gore,Democratic,MILLS,1798
President/Vice President,Herer / Grimmer,Grass Roots,MILLS,0
President/Vice President,Gritz / Minett,America First,MILLS,7
President/Vice President,Bush / Quale,Republican,MILLS,2699
President/Vice President,Perot / Stockdale,Nominated by Petition,MILLS,1638
President/Vice President,Warren / Rein,Socialist Workers,MILLS,2
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,MILLS,1
President/Vice President,Ehlers / Wendt,Nominated by Petition,MILLS,8
President/Vice President,Marrou / Lord,Libertarian,MILLS,7
President/Vice President,Clinton / Gore,Democratic,MITCHELL,2177
President/Vice President,Herer / Grimmer,Grass Roots,MITCHELL,3
President/Vice President,Gritz / Minett,America First,MITCHELL,17
President/Vice President,Bush / Quale,Republican,MITCHELL,1933
President/Vice President,Perot / Stockdale,Nominated by Petition,MITCHELL,1199
President/Vice President,Warren / Rein,Socialist Workers,MITCHELL,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,MITCHELL,3
President/Vice President,Ehlers / Wendt,Nominated by Petition,MITCHELL,4
President/Vice President,Marrou / Lord,Libertarian,MITCHELL,3
President/Vice President,Clinton / Gore,Democratic,MONONA,1939
President/Vice President,Herer / Grimmer,Grass Roots,MONONA,1
President/Vice President,Gritz / Minett,America First,MONONA,1
President/Vice President,Bush / Quale,Republican,MONONA,1660
President/Vice President,Perot / Stockdale,Nominated by Petition,MONONA,1231
President/Vice President,Warren / Rein,Socialist Workers,MONONA,1
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,MONONA,8
President/Vice President,Ehlers / Wendt,Nominated by Petition,MONONA,3
President/Vice President,Marrou / Lord,Libertarian,MONONA,1
President/Vice President,Clinton / Gore,Democratic,MONROE,1829
President/Vice President,Herer / Grimmer,Grass Roots,MONROE,0
President/Vice President,Gritz / Minett,America First,MONROE,2
President/Vice President,Bush / Quale,Republican,MONROE,1323
President/Vice President,Perot / Stockdale,Nominated by Petition,MONROE,612
President/Vice President,Warren / Rein,Socialist Workers,MONROE,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,MONROE,4
President/Vice President,Ehlers / Wendt,Nominated by Petition,MONROE,0
President/Vice President,Marrou / Lord,Libertarian,MONROE,2
President/Vice President,Clinton / Gore,Democratic,MONTGOMERY,1599
President/Vice President,Herer / Grimmer,Grass Roots,MONTGOMERY,2
President/Vice President,Gritz / Minett,America First,MONTGOMERY,1
President/Vice President,Bush / Quale,Republican,MONTGOMERY,2404
President/Vice President,Perot / Stockdale,Nominated by Petition,MONTGOMERY,1341
President/Vice President,Warren / Rein,Socialist Workers,MONTGOMERY,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,MONTGOMERY,0
President/Vice President,Ehlers / Wendt,Nominated by Petition,MONTGOMERY,3
President/Vice President,Marrou / Lord,Libertarian,MONTGOMERY,7
President/Vice President,Clinton / Gore,Democratic,MUSCATINE,7089
President/Vice President,Herer / Grimmer,Grass Roots,MUSCATINE,2
President/Vice President,Gritz / Minett,America First,MUSCATINE,5
President/Vice President,Bush / Quale,Republican,MUSCATINE,6087
President/Vice President,Perot / Stockdale,Nominated by Petition,MUSCATINE,3583
President/Vice President,Warren / Rein,Socialist Workers,MUSCATINE,6
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,MUSCATINE,9
President/Vice President,Ehlers / Wendt,Nominated by Petition,MUSCATINE,34
President/Vice President,Marrou / Lord,Libertarian,MUSCATINE,9
President/Vice President,Clinton / Gore,Democratic,O’BRIEN,2122
President/Vice President,Herer / Grimmer,Grass Roots,O’BRIEN,3
President/Vice President,Gritz / Minett,America First,O’BRIEN,12
President/Vice President,Bush / Quale,Republican,O’BRIEN,3869
President/Vice President,Perot / Stockdale,Nominated by Petition,O’BRIEN,1557
President/Vice President,Warren / Rein,Socialist Workers,O’BRIEN,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,O’BRIEN,0
President/Vice President,Ehlers / Wendt,Nominated by Petition,O’BRIEN,3
President/Vice President,Marrou / Lord,Libertarian,O’BRIEN,3
President/Vice President,Clinton / Gore,Democratic,OSCEOLA,990
President/Vice President,Herer / Grimmer,Grass Roots,OSCEOLA,1
President/Vice President,Gritz / Minett,America First,OSCEOLA,3
President/Vice President,Bush / Quale,Republican,OSCEOLA,1756
President/Vice President,Perot / Stockdale,Nominated by Petition,OSCEOLA,813
President/Vice President,Warren / Rein,Socialist Workers,OSCEOLA,2
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,OSCEOLA,9
President/Vice President,Ehlers / Wendt,Nominated by Petition,OSCEOLA,16
President/Vice President,Marrou / Lord,Libertarian,OSCEOLA,1
President/Vice President,Clinton / Gore,Democratic,PAGE,1951
President/Vice President,Herer / Grimmer,Grass Roots,PAGE,1
President/Vice President,Gritz / Minett,America First,PAGE,2
President/Vice President,Bush / Quale,Republican,PAGE,3670
President/Vice President,Perot / Stockdale,Nominated by Petition,PAGE,1669
President/Vice President,Warren / Rein,Socialist Workers,PAGE,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,PAGE,1
President/Vice President,Ehlers / Wendt,Nominated by Petition,PAGE,1
President/Vice President,Marrou / Lord,Libertarian,PAGE,7
President/Vice President,Clinton / Gore,Democratic,PALO ALTO,2374
President/Vice President,Herer / Grimmer,Grass Roots,PALO ALTO,2
President/Vice President,Gritz / Minett,America First,PALO ALTO,4
President/Vice President,Bush / Quale,Republican,PALO ALTO,1789
President/Vice President,Perot / Stockdale,Nominated by Petition,PALO ALTO,1186
President/Vice President,Warren / Rein,Socialist Workers,PALO ALTO,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,PALO ALTO,6
President/Vice President,Ehlers / Wendt,Nominated by Petition,PALO ALTO,10
President/Vice President,Marrou / Lord,Libertarian,PALO ALTO,1
President/Vice President,Clinton / Gore,Democratic,PLYMOUTH,3171
President/Vice President,Herer / Grimmer,Grass Roots,PLYMOUTH,4
President/Vice President,Gritz / Minett,America First,PLYMOUTH,9
President/Vice President,Bush / Quale,Republican,PLYMOUTH,5196
President/Vice President,Perot / Stockdale,Nominated by Petition,PLYMOUTH,2039
President/Vice President,Warren / Rein,Socialist Workers,PLYMOUTH,2
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,PLYMOUTH,3
President/Vice President,Ehlers / Wendt,Nominated by Petition,PLYMOUTH,41
President/Vice President,Marrou / Lord,Libertarian,PLYMOUTH,6
President/Vice President,Clinton / Gore,Democratic,POCAHONTAS,1919
President/Vice President,Herer / Grimmer,Grass Roots,POCAHONTAS,5
President/Vice President,Gritz / Minett,America First,POCAHONTAS,4
President/Vice President,Bush / Quale,Republican,POCAHONTAS,1743
President/Vice President,Perot / Stockdale,Nominated by Petition,POCAHONTAS,942
President/Vice President,Warren / Rein,Socialist Workers,POCAHONTAS,2
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,POCAHONTAS,2
President/Vice President,Ehlers / Wendt,Nominated by Petition,POCAHONTAS,16
President/Vice President,Marrou / Lord,Libertarian,POCAHONTAS,13
President/Vice President,Clinton / Gore,Democratic,POLK,78585
President/Vice President,Herer / Grimmer,Grass Roots,POLK,63
President/Vice President,Gritz / Minett,America First,POLK,74
President/Vice President,Bush / Quale,Republican,POLK,63708
President/Vice President,Perot / Stockdale,Nominated by Petition,POLK,24155
President/Vice President,Warren / Rein,Socialist Workers,POLK,29
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,POLK,23
President/Vice President,Ehlers / Wendt,Nominated by Petition,POLK,27
President/Vice President,Marrou / Lord,Libertarian,POLK,189
President/Vice President,Clinton / Gore,Democratic,POTTAWATTAMIE,13228
President/Vice President,Herer / Grimmer,Grass Roots,POTTAWATTAMIE,18
President/Vice President,Gritz / Minett,America First,POTTAWATTAMIE,7
President/Vice President,Bush / Quale,Republican,POTTAWATTAMIE,15671
President/Vice President,Perot / Stockdale,Nominated by Petition,POTTAWATTAMIE,8035
President/Vice President,Warren / Rein,Socialist Workers,POTTAWATTAMIE,7
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,POTTAWATTAMIE,36
President/Vice President,Ehlers / Wendt,Nominated by Petition,POTTAWATTAMIE,7
President/Vice President,Marrou / Lord,Libertarian,POTTAWATTAMIE,22
President/Vice President,Clinton / Gore,Democratic,POWESHIEK,4056
President/Vice President,Herer / Grimmer,Grass Roots,POWESHIEK,5
President/Vice President,Gritz / Minett,America First,POWESHIEK,10
President/Vice President,Bush / Quale,Republican,POWESHIEK,3245
President/Vice President,Perot / Stockdale,Nominated by Petition,POWESHIEK,1680
President/Vice President,Warren / Rein,Socialist Workers,POWESHIEK,3
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,POWESHIEK,5
President/Vice President,Ehlers / Wendt,Nominated by Petition,POWESHIEK,11
President/Vice President,Marrou / Lord,Libertarian,POWESHIEK,7
President/Vice President,Clinton / Gore,Democratic,RINGGOLD,1341
President/Vice President,Herer / Grimmer,Grass Roots,RINGGOLD,2
President/Vice President,Gritz / Minett,America First,RINGGOLD,2
President/Vice President,Bush / Quale,Republican,RINGGOLD,967
President/Vice President,Perot / Stockdale,Nominated by Petition,RINGGOLD,551
President/Vice President,Warren / Rein,Socialist Workers,RINGGOLD,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,RINGGOLD,0
President/Vice President,Ehlers / Wendt,Nominated by Petition,RINGGOLD,0
President/Vice President,Marrou / Lord,Libertarian,RINGGOLD,0
President/Vice President,Clinton / Gore,Democratic,SAC,1896
President/Vice President,Herer / Grimmer,Grass Roots,SAC,1
President/Vice President,Gritz / Minett,America First,SAC,3
President/Vice President,Bush / Quale,Republican,SAC,2138
President/Vice President,Perot / Stockdale,Nominated by Petition,SAC,1157
President/Vice President,Warren / Rein,Socialist Workers,SAC,1
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,SAC,5
President/Vice President,Ehlers / Wendt,Nominated by Petition,SAC,4
President/Vice President,Marrou / Lord,Libertarian,SAC,1
President/Vice President,Clinton / Gore,Democratic,SCOTT,33765
President/Vice President,Herer / Grimmer,Grass Roots,SCOTT,46
President/Vice President,Gritz / Minett,America First,SCOTT,26
President/Vice President,Bush / Quale,Republican,SCOTT,28844
President/Vice President,Perot / Stockdale,Nominated by Petition,SCOTT,11423
President/Vice President,Warren / Rein,Socialist Workers,SCOTT,25
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,SCOTT,43
President/Vice President,Ehlers / Wendt,Nominated by Petition,SCOTT,199
President/Vice President,Marrou / Lord,Libertarian,SCOTT,112
President/Vice President,Clinton / Gore,Democratic,SHELBY,2094
President/Vice President,Herer / Grimmer,Grass Roots,SHELBY,3
President/Vice President,Gritz / Minett,America First,SHELBY,1
President/Vice President,Bush / Quale,Republican,SHELBY,2809
President/Vice President,Perot / Stockdale,Nominated by Petition,SHELBY,1614
President/Vice President,Warren / Rein,Socialist Workers,SHELBY,2
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,SHELBY,2
President/Vice President,Ehlers / Wendt,Nominated by Petition,SHELBY,11
President/Vice President,Marrou / Lord,Libertarian,SHELBY,5
President/Vice President,Clinton / Gore,Democratic,SIOUX,2226
President/Vice President,Herer / Grimmer,Grass Roots,SIOUX,2
President/Vice President,Gritz / Minett,America First,SIOUX,30
President/Vice President,Bush / Quale,Republican,SIOUX,10637
President/Vice President,Perot / Stockdale,Nominated by Petition,SIOUX,1771
President/Vice President,Warren / Rein,Socialist Workers,SIOUX,4
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,SIOUX,39
President/Vice President,Ehlers / Wendt,Nominated by Petition,SIOUX,1
President/Vice President,Marrou / Lord,Libertarian,SIOUX,7
President/Vice President,Clinton / Gore,Democratic,STORY,17118
President/Vice President,Herer / Grimmer,Grass Roots,STORY,40
President/Vice President,Gritz / Minett,America First,STORY,16
President/Vice President,Bush / Quale,Republican,STORY,12702
President/Vice President,Perot / Stockdale,Nominated by Petition,STORY,6275
President/Vice President,Warren / Rein,Socialist Workers,STORY,11
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,STORY,3
President/Vice President,Ehlers / Wendt,Nominated by Petition,STORY,3
President/Vice President,Marrou / Lord,Libertarian,STORY,50
President/Vice President,Clinton / Gore,Democratic,TAMA,3573
President/Vice President,Herer / Grimmer,Grass Roots,TAMA,6
President/Vice President,Gritz / Minett,America First,TAMA,12
President/Vice President,Bush / Quale,Republican,TAMA,2948
President/Vice President,Perot / Stockdale,Nominated by Petition,TAMA,1748
President/Vice President,Warren / Rein,Socialist Workers,TAMA,4
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,TAMA,4
President/Vice President,Ehlers / Wendt,Nominated by Petition,TAMA,4
President/Vice President,Marrou / Lord,Libertarian,TAMA,4
President/Vice President,Clinton / Gore,Democratic,TAYLOR,1430
President/Vice President,Herer / Grimmer,Grass Roots,TAYLOR,2
President/Vice President,Gritz / Minett,America First,TAYLOR,2
President/Vice President,Bush / Quale,Republican,TAYLOR,1200
President/Vice President,Perot / Stockdale,Nominated by Petition,TAYLOR,910
President/Vice President,Warren / Rein,Socialist Workers,TAYLOR,1
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,TAYLOR,0
President/Vice President,Ehlers / Wendt,Nominated by Petition,TAYLOR,1
President/Vice President,Marrou / Lord,Libertarian,TAYLOR,1
President/Vice President,Clinton / Gore,Democratic,UNION,2565
President/Vice President,Herer / Grimmer,Grass Roots,UNION,0
President/Vice President,Gritz / Minett,America First,UNION,5
President/Vice President,Bush / Quale,Republican,UNION,2224
President/Vice President,Perot / Stockdale,Nominated by Petition,UNION,1280
President/Vice President,Warren / Rein,Socialist Workers,UNION,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,UNION,6
President/Vice President,Ehlers / Wendt,Nominated by Petition,UNION,7
President/Vice President,Marrou / Lord,Libertarian,UNION,1
President/Vice President,Clinton / Gore,Democratic,VAN BUREN,1464
President/Vice President,Herer / Grimmer,Grass Roots,VAN BUREN,0
President/Vice President,Gritz / Minett,America First,VAN BUREN,1
President/Vice President,Bush / Quale,Republican,VAN BUREN,1418
President/Vice President,Perot / Stockdale,Nominated by Petition,VAN BUREN,811
President/Vice President,Warren / Rein,Socialist Workers,VAN BUREN,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,VAN BUREN,1
President/Vice President,Ehlers / Wendt,Nominated by Petition,VAN BUREN,1
President/Vice President,Marrou / Lord,Libertarian,VAN BUREN,2
President/Vice President,Clinton / Gore,Democratic,WAPELLO,8670
President/Vice President,Herer / Grimmer,Grass Roots,WAPELLO,2
President/Vice President,Gritz / Minett,America First,WAPELLO,1
President/Vice President,Bush / Quale,Republican,WAPELLO,4852
President/Vice President,Perot / Stockdale,Nominated by Petition,WAPELLO,2513
President/Vice President,Warren / Rein,Socialist Workers,WAPELLO,2
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,WAPELLO,2
President/Vice President,Ehlers / Wendt,Nominated by Petition,WAPELLO,2
President/Vice President,Marrou / Lord,Libertarian,WAPELLO,9
President/Vice President,Clinton / Gore,Democratic,WARREN,8612
President/Vice President,Herer / Grimmer,Grass Roots,WARREN,4
President/Vice President,Gritz / Minett,America First,WARREN,12
President/Vice President,Bush / Quale,Republican,WARREN,7242
President/Vice President,Perot / Stockdale,Nominated by Petition,WARREN,3217
President/Vice President,Warren / Rein,Socialist Workers,WARREN,7
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,WARREN,5
President/Vice President,Ehlers / Wendt,Nominated by Petition,WARREN,12
President/Vice President,Marrou / Lord,Libertarian,WARREN,9
President/Vice President,Clinton / Gore,Democratic,WASHINGTON,3384
President/Vice President,Herer / Grimmer,Grass Roots,WASHINGTON,3
President/Vice President,Gritz / Minett,America First,WASHINGTON,13
President/Vice President,Bush / Quale,Republican,WASHINGTON,3576
President/Vice President,Perot / Stockdale,Nominated by Petition,WASHINGTON,1994
President/Vice President,Warren / Rein,Socialist Workers,WASHINGTON,1
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,WASHINGTON,2
President/Vice President,Ehlers / Wendt,Nominated by Petition,WASHINGTON,10
President/Vice President,Marrou / Lord,Libertarian,WASHINGTON,9
President/Vice President,Clinton / Gore,Democratic,WAYNE,1632
President/Vice President,Herer / Grimmer,Grass Roots,WAYNE,0
President/Vice President,Gritz / Minett,America First,WAYNE,2
President/Vice President,Bush / Quale,Republican,WAYNE,1299
President/Vice President,Perot / Stockdale,Nominated by Petition,WAYNE,642
President/Vice President,Warren / Rein,Socialist Workers,WAYNE,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,WAYNE,0
President/Vice President,Ehlers / Wendt,Nominated by Petition,WAYNE,1
President/Vice President,Marrou / Lord,Libertarian,WAYNE,1
President/Vice President,Clinton / Gore,Democratic,WEBSTER,8562
President/Vice President,Herer / Grimmer,Grass Roots,WEBSTER,2
President/Vice President,Gritz / Minett,America First,WEBSTER,8
President/Vice President,Bush / Quale,Republican,WEBSTER,6992
President/Vice President,Perot / Stockdale,Nominated by Petition,WEBSTER,3272
President/Vice President,Warren / Rein,Socialist Workers,WEBSTER,5
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,WEBSTER,10
President/Vice President,Ehlers / Wendt,Nominated by Petition,WEBSTER,26
President/Vice President,Marrou / Lord,Libertarian,WEBSTER,8
President/Vice President,Clinton / Gore,Democratic,WINNEBAGO,2322
President/Vice President,Herer / Grimmer,Grass Roots,WINNEBAGO,1
President/Vice President,Gritz / Minett,America First,WINNEBAGO,5
President/Vice President,Bush / Quale,Republican,WINNEBAGO,2407
President/Vice President,Perot / Stockdale,Nominated by Petition,WINNEBAGO,1329
President/Vice President,Warren / Rein,Socialist Workers,WINNEBAGO,1
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,WINNEBAGO,1
President/Vice President,Ehlers / Wendt,Nominated by Petition,WINNEBAGO,1
President/Vice President,Marrou / Lord,Libertarian,WINNEBAGO,1
President/Vice President,Clinton / Gore,Democratic,WINNESHIEK,3791
President/Vice President,Herer / Grimmer,Grass Roots,WINNESHIEK,2
President/Vice President,Gritz / Minett,America First,WINNESHIEK,41
President/Vice President,Bush / Quale,Republican,WINNESHIEK,3331
President/Vice President,Perot / Stockdale,Nominated by Petition,WINNESHIEK,2416
President/Vice President,Warren / Rein,Socialist Workers,WINNESHIEK,0
President/Vice President,Yiamouyiannis / McCone,Nominated by Petition,WINNESHIEK,7
President/Vice President,Ehlers / Wendt,Nominated by Petition,WINNESHIEK,6
President/Vice President,Marrou / Lord,Libertarian,WINNESHIEK,7
President/Vice President,Clinton / Gore,Democratic,WOODBURY,17398
